,Family,Genus,Species,Subspecies
4297,Geometridae,Idaea,gemma,
4298,Geometridae,Idaea,griseinitens,
4299,Geometridae,Idaea,helleria,
4300,Geometridae,Idaea,kendallaria,
4301,Geometridae,Idaea,muscifasciata,
4302,Geometridae,Idaea,orilochia,
4303,Geometridae,Idaea,pervertipennis,
4304,Geometridae,Idaea,posides,
4305,Geometridae,Idaea,prolixa,
4306,Geometridae,Idaea,prusias,
4307,Geometridae,Idaea,purpureovittata,
4308,Geometridae,Idaea,rosinaria,
4309,Geometridae,Idaea,saturata,
4310,Geometridae,Idaea,similinea,
4311,Geometridae,Idaea,speciosa,
4312,Geometridae,Idaea,subcrinita,
4313,Geometridae,Idaea,subfervens,
4314,Geometridae,Idaea,subnita,
4315,Geometridae,Idaea,tacturata,
4316,Geometridae,Idaea,triangulata,
4317,Geometridae,Idaea,ustimargo,
4318,Geometridae,Idaea,vagula,
4319,Geometridae,Idaea,zoalma,
4320,Geometridae,Lobocleta,flavistigma,
4321,Geometridae,Lobocleta,griseolimbata,
4322,Geometridae,Lobocleta,malvina,
4323,Geometridae,Lobocleta,mutuataria,
4324,Geometridae,Lobocleta,subcincta,
4325,Geometridae,Lobocleta,tenellata,
4326,Geometridae,Lophochorista,calliope,
4327,Geometridae,Lophosis,labeculata,
4328,Geometridae,Ptychamalia,BioLep208,
4329,Geometridae,Ptychamalia,cumana,
4330,Geometridae,Ptychamalia,grisescens,
4331,Geometridae,Tricentrogyna,colligata,
4332,Geometridae,Tricentrogyna,deportata,
4333,Geometridae,Tricentrogyna,flexivitta,
4334,Geometridae,Tricentrogyna,praecellens,
4335,Geometridae,Tricentrogyna,priscilla,
4336,Geometridae,Tricentrogyna,subfuscicosta,
4337,Geometridae,Tricentrogyna,vinacea,
4338,Geometridae,Tricentrogyna,violescens,
4339,Glyphipterigidae,Cotaena,plenella,
4340,Glyphipterigidae,Antipastis,xylophragma,
4341,Glyphipterigidae,Diploschizia,impigritella,
4342,Glyphipterigidae,Glyphipterix,palpella,
4343,Gracillariidae,Eucosmophora,atlantis,
4344,Gracillariidae,Eucosmophora,ingae,
4345,Gracillariidae,Eucosmophora,pouteriae,
4346,Gracillariidae,Caloptilia,perseae,
4347,Gracillariidae,Chileoptilia,yaroella,
4348,Gracillariidae,Gracillariidae,sp.1,
4349,Gracillariidae,Gracillariidae,sp.2,
4350,Gracillariidae,Gracillariidae,sp.3,
4351,Gracillariidae,Gracillariidae,sp.4,
4352,Gracillariidae,Gracillariidae,sp.5,
4353,Gracillariidae,Gracillariidae,sp.6,
4354,Gracillariidae,Macrosaccus,gliricideae,
4355,Gracillariidae,Neurostrota,gunniella,
4356,Gracillariidae,Phyllocnistis,citrella,
4357,Gracillariidae,Phyllocnistis,drimiphaga,
4358,Gracillariidae,Phyllocnistis,maxberryi,
4359,Gracillariidae,Phyllocnistis,meliacella,
4360,Gracillariidae,Phyllocnistis,trichiliae,
4361,Gracillariidae,Phyllocnistis,tropaeolicola,
4362,Hedylidae,Macrosoma,albida,
4363,Hedylidae,Macrosoma,amaculata,
4364,Hedylidae,Macrosoma,bahiata,
4365,Hedylidae,Macrosoma,cascaria,
4366,Hedylidae,Macrosoma,conifera,
4367,Hedylidae,Macrosoma,costilunata,
4368,Hedylidae,Macrosoma,heliconiaria,
4369,Hedylidae,Macrosoma,hyacinthina,
4370,Hedylidae,Macrosoma,intermedia,
4371,Hedylidae,Macrosoma,lucivittata,
4372,Hedylidae,Macrosoma,muscerdata,
4373,Hedylidae,Macrosoma,nigrimacula,
4374,Hedylidae,Macrosoma,rubedinaria,
4375,Hedylidae,Macrosoma,semiermis,
4376,Hedylidae,Macrosoma,tipulata,
4377,Hedylidae,Phellinodes,gratiosa,
4378,Heliodinidae,Pseudastasia,opulenta,
4379,Hepialidae,Aepytus,serta,
4380,Hepialidae,Druceiella,metellus,
4381,Hepialidae,Gymelloxes,prosopus,
4382,Hepialidae,Gymelloxes,terea,
4383,Hepialidae,Hampsoniella,assa,
4384,Hepialidae,Phassus,aurigenus,
4385,Hepialidae,Phassus,championi,
4386,Hepialidae,Phassus,costaricensis,
4387,Hepialidae,Phassus,huebneri,
4388,Hepialidae,Phassus,n-signatus,
4389,Hepialidae,Phassus,triangularis,
4390,Hepialidae,Phassus,violetteae,
4391,Hepialidae,Pseudodalaca,sp.1,
4392,Hepialidae,Pseudodalaca,sp.2,
4393,Hepialidae,Schausiana,pharus,
4394,Hepialidae,Hepialidae,sp.1,
5066,Hyblaeidae,Hyblaea,puera,
5067,Lacturidae,Enaemia,subfervens,
5068,Lacturidae,Lactura,citrina,
5069,Lacturidae,Lactura,euthoracica,
5070,Lacturidae,Lactura,irrorata,
5071,Lacturidae,Lactura,schedoxantha,
5072,Lacturidae,Lactura,spatula,
5073,Lasiocampidae,Eutachyptera,psidii,
5074,Lasiocampidae,Prorifrons,angustipennis,
5075,Lasiocampidae,Prorifrons,antonia,
5076,Lasiocampidae,Prorifrons,nox,
5077,Lasiocampidae,Prorifrons,rufescens,
5078,Lasiocampidae,Prorifrons,tremula,
5079,Lasiocampidae,Prorifrons,vibrans,
5080,Lasiocampidae,Apotolype,blanchardi,
5081,Lasiocampidae,Apotolype,brevicrista,
5082,Lasiocampidae,Artace,cribraria,
5083,Lasiocampidae,Artace,pelia,
5084,Lasiocampidae,Euglyphis,albigrisea,
5085,Lasiocampidae,Euglyphis,amathuria,
5086,Lasiocampidae,Euglyphis,asapha,
5087,Lasiocampidae,Euglyphis,attenuata,
5088,Lasiocampidae,Euglyphis,barda,
5089,Lasiocampidae,Euglyphis,binuba,
5090,Lasiocampidae,Euglyphis,braganza,
5091,Lasiocampidae,Euglyphis,braganzoides,
5092,Lasiocampidae,Euglyphis,canities,
5093,Lasiocampidae,Euglyphis,capillata,
5094,Lasiocampidae,Euglyphis,cariosa,
5095,Lasiocampidae,Euglyphis,carola,
5096,Lasiocampidae,Euglyphis,celebris,
5097,Lasiocampidae,Euglyphis,charax,
5098,Lasiocampidae,Euglyphis,consolabilis,colombiensis
5099,Lasiocampidae,Euglyphis,definita,
5100,Lasiocampidae,Euglyphis,deusta,
5101,Lasiocampidae,Euglyphis,directa,
5102,Lasiocampidae,Euglyphis,durtea,
5103,Lasiocampidae,Euglyphis,egra,
5104,Lasiocampidae,Euglyphis,elena,
5105,Lasiocampidae,Euglyphis,fibra,
5106,Lasiocampidae,Euglyphis,gera,
5107,Lasiocampidae,Euglyphis,gutturalis,
5108,Lasiocampidae,Euglyphis,inconspicua,
5109,Lasiocampidae,Euglyphis,indentata,
5110,Lasiocampidae,Euglyphis,inflata,
5111,Lasiocampidae,Euglyphis,isolina,
5112,Lasiocampidae,Euglyphis,jeba,
5113,Lasiocampidae,Euglyphis,jessiehillae,
5114,Lasiocampidae,Euglyphis,juliana,
5115,Lasiocampidae,Euglyphis,lanea,
5116,Lasiocampidae,Euglyphis,lankesteri,
5117,Lasiocampidae,Euglyphis,laronia,
5118,Lasiocampidae,Euglyphis,larunda,
5119,Lasiocampidae,Euglyphis,larundina,
5120,Lasiocampidae,Euglyphis,laverna,
5121,Lasiocampidae,Euglyphis,lepta,
5122,Lasiocampidae,Euglyphis,libnites,
5123,Lasiocampidae,Euglyphis,limba,
5124,Lasiocampidae,Euglyphis,lola,
5125,Lasiocampidae,Euglyphis,maria,
5126,Lasiocampidae,Euglyphis,melancholica,
5127,Lasiocampidae,Euglyphis,modesta,
5128,Lasiocampidae,Euglyphis,nebula,
5129,Lasiocampidae,Euglyphis,necopina,
5130,Lasiocampidae,Euglyphis,obliterata,
5131,Lasiocampidae,Euglyphis,ornata,
5132,Lasiocampidae,Euglyphis,palma,
5133,Lasiocampidae,Euglyphis,phedonioides,
5134,Lasiocampidae,Euglyphis,phyllis,
5135,Lasiocampidae,Euglyphis,poasia,
5136,Lasiocampidae,Euglyphis,primola,
5137,Lasiocampidae,Euglyphis,rundala,
5138,Lasiocampidae,Euglyphis,scaptia,
5139,Lasiocampidae,Euglyphis,scripturata,
5140,Lasiocampidae,Euglyphis,serapion,
5141,Lasiocampidae,Euglyphis,sigurda,
5142,Lasiocampidae,Euglyphis,sobrina,
5143,Lasiocampidae,Euglyphis,sonia,
5144,Lasiocampidae,Euglyphis,submarginalis,
5145,Lasiocampidae,Euglyphis,suramis,
5146,Lasiocampidae,Euglyphis,thyatira,
5147,Lasiocampidae,Euglyphis,torrida,
5148,Lasiocampidae,Euglyphis,varma,
5149,Lasiocampidae,Euglyphis,vitripuncta,
5150,Lasiocampidae,Euglyphis,zurcheri,
5151,Lasiocampidae,Labedera,primitiva,
5152,Lasiocampidae,Nesara,caramina,
5153,Lasiocampidae,Nesara,casada,
5154,Lasiocampidae,Nesara,dalceroides,
5155,Lasiocampidae,Nesara,francesca,
5156,Lasiocampidae,Titya,bella,
5157,Lasiocampidae,Titya,noctilux,
5158,Lasiocampidae,Titya,synoecura,
5159,Lasiocampidae,Tolype,caieta,
5160,Lasiocampidae,Tolype,erisa,
5161,Lasiocampidae,Tolype,nana,
5162,Lasiocampidae,Tolype,perplexa,
5163,Lasiocampidae,Tytocha,crassilinea,
5164,Lasiocampidae,Tytocha,lineata,
5165,Limacodidae,Acharia,apicalis,
5166,Limacodidae,Acharia,horrida,
5167,Limacodidae,Acharia,hyperoche,
5168,Limacodidae,Acharia,nesea,
5169,Limacodidae,Acharia,ophelians,
5170,Limacodidae,Acharia,sarans,
5171,Limacodidae,Acharia,trimacula,
5172,Limacodidae,Epiperola,browni,
5173,Limacodidae,Epiperola,paida,
5174,Limacodidae,Epiperola,peluda,
5175,Limacodidae,Epiperola,vafera,
5176,Limacodidae,Epiperola,vaferella,
5177,Limacodidae,Euclea,bidiscalis,
5178,Limacodidae,Euclea,buscki,
5179,Limacodidae,Euclea,byrne,
5180,Limacodidae,Euclea,chiriquensis,
5181,Limacodidae,Euclea,costaricana,
5182,Limacodidae,Euclea,delphinii,
5183,Limacodidae,Euclea,distrahens,
5184,Limacodidae,Euclea,diversa,
5185,Limacodidae,Euclea,gajentaani,
5186,Limacodidae,Euclea,josepsi,
5187,Limacodidae,Euclea,mesoamericana,
5188,Limacodidae,Euclea,microcippus,
5189,Limacodidae,Euclea,norba,
5190,Limacodidae,Euclea,plugma,
5191,Limacodidae,Euclea,trichathdota,
5192,Limacodidae,Euclea,urba,
5193,Limacodidae,Euclea,vericrux,
5194,Limacodidae,Euclea,zurquicola,
5195,Limacodidae,Euclea,zygia,
5196,Limacodidae,Euphobetron,cupreitincta,
5197,Limacodidae,Euphobetron,cypris,
5198,Limacodidae,Euprosterna,elaea,
5199,Limacodidae,Euprosterna,hosia,
5200,Limacodidae,Euprosterna,sp.1,
5201,Limacodidae,Euprosterna,wemilleri,
5202,Limacodidae,Isa,diana,
5203,Limacodidae,Isochaetes,dwagsi,
5204,Limacodidae,Isochaetes,heevansi,
5205,Limacodidae,Isochaetes,rufescens,
5206,Limacodidae,Isochaetes,tapantiensis,
5207,Limacodidae,Microphobetron,rebella,
5208,Limacodidae,Miresa,argentea,
5209,Limacodidae,Miresa,clarissa,
5210,Limacodidae,Narosopsis,iangauldi,
5211,Limacodidae,Narosopsis,leucospila,
5212,Limacodidae,Natada,caria,
5213,Limacodidae,Natada,cecilia,
5214,Limacodidae,Natada,chaconi,
5215,Limacodidae,Natada,confusa,
5216,Limacodidae,Natada,daona,
5217,Limacodidae,Natada,delgadoi,
5218,Limacodidae,Natada,fusca (Complex),
5219,Limacodidae,Natada,incandescens,
5220,Limacodidae,Natada,kokii,
5221,Limacodidae,Natada,lalogamezi,
5222,Limacodidae,Natada,michorta,
5223,Limacodidae,Natada,minuscula,
5224,Limacodidae,Natada,monteverdensis,
5225,Limacodidae,Natada,nigripuncta,
5226,Limacodidae,Natada,nindla,
5227,Limacodidae,Natada,semivitrea,
5228,Limacodidae,Natada,singulara,
5229,Limacodidae,Natada,subpectinata,
5230,Limacodidae,Natada,truncata,
5231,Limacodidae,Natada,varablancana,
5232,Limacodidae,Paleophobetron,arcuata,
5233,Limacodidae,Paleophobetron,cinereum,
5234,Limacodidae,Paleophobetron,perornata,
5235,Limacodidae,Parasa,cebrenis,
5236,Limacodidae,Parasa,cuernavaca,
5237,Limacodidae,Parasa,figueresi,
5238,Limacodidae,Parasa,imitata,
5239,Limacodidae,Parasa,joanae,
5240,Limacodidae,Parasa,joseana,
5241,Limacodidae,Parasa,laonome,
5242,Limacodidae,Parasa,macrodonta,
5243,Limacodidae,Parasa,minima,
5244,Limacodidae,Parasa,sandrae,
5245,Limacodidae,Parasa,schausi,
5246,Limacodidae,Parasa,shirleyae,
5247,Limacodidae,Parasa,viridogrisea,
5248,Limacodidae,Parasa,wellesca,
5249,Limacodidae,Perola,aenea,
5250,Limacodidae,Perola,brevicornis,
5251,Limacodidae,Perola,casasi,
5252,Limacodidae,Perola,clara,
5253,Limacodidae,Perola,nitidissima,
5254,Limacodidae,Perola,producta,
5255,Limacodidae,Perola,repetita,
5256,Limacodidae,Perola,sericea,
5257,Limacodidae,Perola,sinaloensis,
5258,Limacodidae,Perola,villosipes,
5259,Limacodidae,Phobetron,guzmanae,
5260,Limacodidae,Phobetron,hipparchia,
5261,Limacodidae,Prolimacodes,badia,
5262,Limacodidae,Prolimacodes,montanus,
5263,Limacodidae,Prolimacodes,triangulifera,
5264,Limacodidae,Semyra,bella,
5265,Limacodidae,Semyra,coarctata,
5266,Limacodidae,Semyra,distincta,
5267,Limacodidae,Semyra,finita,
5268,Limacodidae,Semyra,irena,
5269,Limacodidae,Talima,aurora,
5270,Limacodidae,Talima,beckeri,
5271,Limacodidae,Talima,emilia,
5272,Limacodidae,Talima,erojasi,
5273,Limacodidae,Talima,rubicolor,
5274,Limacodidae,Talima,sp.1,
5275,Limacodidae,Talima,sp.2,
5276,Limacodidae,Talima,sp.3,
5277,Limacodidae,Talima,weissi,
5278,Limacodidae,Tanadema,neutra,
5279,Limacodidae,Venadicodia,caneti,
5280,Limacodidae,Venadicodia,denderia,
5281,Limacodidae,Venadicodia,poguei,
5282,Limacodidae,Venadicodia,ruthaea,
5283,Limacodidae,Vipsania,melanois,
5284,Limacodidae,Vipsania,rosabella,
5285,Limacodidae,Vipsophobetron,davisi,
5286,Limacodidae,Vipsophobetron,marisa,
5536,Lymantriidae,Caviria,comes,
5537,Lymantriidae,Caviria,regina,
5538,Lymantriidae,Caviria,vinasia,
5539,Lymantriidae,Eloria,festiva,
5540,Lymantriidae,Eloria,lucida,
5541,Lymantriidae,Eloria,moesta,
5542,Lymantriidae,Eloria,onaba,
5543,Lymantriidae,Eloria,sixola,
5544,Lymantriidae,Eloria,subnuda,
5545,Lymantriidae,Eloria,torrida,
5546,Lymantriidae,Orgyia,costarricensis,
5547,Lymantriidae,Orgyia,povera,
5548,Lymantriidae,Sarsina,electa,
5549,Lymantriidae,Sarsina,festiva,
5550,Lymantriidae,Sarsina,purpurascens,
5551,Lymantriidae,Thagona,BioLep03,
5552,Lymantriidae,Thagona,errans,
5553,Lymantriidae,Thagona,tibialis,
5554,Lymantriidae,Thagona,votis,
5555,Lyonetiidae,Perileucoptera,coffeella,
5556,Megalopygidae,Megalopyge,dyari,
5557,Megalopygidae,Megalopyge,hina,
5558,Megalopygidae,Megalopyge,lampra,
5559,Megalopygidae,Megalopyge,lanata,
5560,Megalopygidae,Megalopyge,opercularis,
5561,Megalopygidae,Megalopyge,salebrosa,
5562,Megalopygidae,Megalopyge,superba,
5563,Megalopygidae,Megalopyge,tharops,
5564,Megalopygidae,Podalia,contigua,
5565,Megalopygidae,Podalia,dimidiata,
5566,Megalopygidae,Podalia,orsilochus,
5567,Megalopygidae,Podalia,thanathos,
5568,Megalopygidae,Podalia,tympania,
5569,Megalopygidae,Podalia,walkerensis,
5570,Megalopygidae,Repnoa,imparilis,
5571,Megalopygidae,Aithorape,BioLep02,
5572,Megalopygidae,Aithorape,roseicornis,
5573,Megalopygidae,Coamorpha,innoxia,
5574,Megalopygidae,Hysterocladia,eriphua,
5575,Megalopygidae,Macara,alydda,
5576,Megalopygidae,Macara,argentea,
5577,Megalopygidae,Mesoscia,dyari,
5578,Megalopygidae,Mesoscia,terminata,
5579,Megalopygidae,Mesoscia,unifasciata,
5580,Megalopygidae,Norape,argyrorrhoea,
5581,Megalopygidae,Norape,nevermanni,
5582,Megalopygidae,Norape,nigrovenosa,
5583,Megalopygidae,Norape,ovina,
5584,Megalopygidae,Thoscora,ribbei,
5585,Megalopygidae,Trosia,dimas,
5586,Megalopygidae,Trosia,fallax,
5587,Megalopygidae,Trosia,incostata,
5588,Megalopygidae,Trosia,misda,
5589,Megalopygidae,Trosia,nigropuncta,
5590,Megalopygidae,Trosia,semirufa,
5591,Mimallonidae,Aleyda,accipiter,
5592,Mimallonidae,Bedosia,dulcis,
5593,Mimallonidae,Bedosia,fraterna,
5594,Mimallonidae,Bedosia,ligina,
5595,Mimallonidae,Bedosia,turgida,
5596,Mimallonidae,Bedosiallo,forbesi,
5597,Mimallonidae,Bedosiallo,gentilis,
5598,Mimallonidae,Bedosiallo,moengus,
5599,Mimallonidae,Bedosiallo,sylvia,
5600,Mimallonidae,Bedosiallo,volucris,
5601,Mimallonidae,Cicinnus,beta,
5602,Mimallonidae,Cicinnus,incerta,
5603,Mimallonidae,Cicinnus,latris,
5604,Mimallonidae,Cicinnus,pudens,
5605,Mimallonidae,Cicinnus,solvens,
5606,Mimallonidae,Cicinnus,tuisana,
5607,Mimallonidae,Gonogramma,motagus,
5608,Mimallonidae,Psychocampa,camarinus,
5609,Mimallonidae,Psychocampa,joanna,
5610,Mimallonidae,Psychocampa,lacuna,
5611,Mimallonidae,Psychocampa,mulatro,
5612,Mimallonidae,Roelmana,maloba,
5613,Mimallonidae,Roelmana,prominens,
5614,Mimallonidae,Druentica,alsa,
5615,Mimallonidae,Druentica,inscita,
5616,Mimallonidae,Druentica,partha,
5617,Mimallonidae,Druentica,zikana,
5618,Mimallonidae,Procinnus,valva,
5619,Mimallonidae,Alheita,beroalda,
5620,Mimallonidae,Alheita,pulla,
5621,Mimallonidae,Herbinalla,caudina,
5622,Mimallonidae,Lacosoma,briasia,
5623,Mimallonidae,Lacosoma,lygia,
5624,Mimallonidae,Lacosoma,syrinx,
5625,Mimallonidae,Lacosoma,valera,
5626,Mimallonidae,Trogoptera,althora,
5627,Mimallonidae,Trogoptera,rumina,
5628,Mimallonidae,Trogoptera,sao,
5629,Mimallonidae,Mimallo,amilia,
5630,Mimallonidae,Menevia,menapia,
5631,Mimallonidae,Menevia,ostia,
5632,Mimallonidae,Menevia,parostia,
5633,Mimallonidae,Zaphanta,fraterna,
5634,Mimallonidae,Zaphanta,infantilis,
5635,Nepticulidae,Acalyptris,janzeni,
5636,Nepticulidae,Enteucha,gilvafascia,
5637,Nepticulidae,Ozadelpha,conostegiae,
5638,Nepticulidae,Stigmella,costaricensis,
5639,Nepticulidae,Stigmella,gallicola,
5640,Nepticulidae,Stigmella,intronia,
5641,Noctuidae,Acontia,chea,
5642,Noctuidae,Acontia,viridifera,
5643,Noctuidae,Chalcoecia,BioLep02,
5644,Noctuidae,Chalcoecia,emessa,
5645,Noctuidae,Chalcoecia,gloria,
5646,Noctuidae,Chalcoecia,patricia,
5647,Noctuidae,Chalenata,noxia,
5648,Noctuidae,Chalenata,ustota,
5649,Noctuidae,Charoblemma,unilinea,
5650,Noctuidae,Drobeta,andrevia,
5651,Noctuidae,Drobeta,bullata,
5652,Noctuidae,Drobeta,caliginosa,
5653,Noctuidae,Drobeta,crepuscula,
5654,Noctuidae,Drobeta,directa,
5655,Noctuidae,Drobeta,exscendens,
5656,Noctuidae,Drobeta,grandis,
5657,Noctuidae,Drobeta,hermione,
5658,Noctuidae,Drobeta,ithaca,
5659,Noctuidae,Drobeta,ligneola,
5660,Noctuidae,Drobeta,melagonia,
5661,Noctuidae,Drobeta,ochriplaga,
5662,Noctuidae,Drobeta,onerosa,
5663,Noctuidae,Drobeta,orestes,
5664,Noctuidae,Drobeta,perplexa,
5665,Noctuidae,Drobeta,poliosema,
5666,Noctuidae,Drobeta,Poole08,
5667,Noctuidae,Drobeta,thacia,
5668,Noctuidae,Drobeta,tiresias,
5669,Noctuidae,Drobeta,tristigma,
5670,Noctuidae,Eusceptis,atriora,
5671,Noctuidae,Eusceptis,effusa,
5672,Noctuidae,Eusceptis,lelae,
5673,Noctuidae,Eusceptis,obscura,
5674,Noctuidae,Eusceptis,splendens,
5675,Noctuidae,Lambana,harsha,
5676,Noctuidae,Lambana,lebana,
5677,Noctuidae,Lambana,necoda,
5678,Noctuidae,Lambana,ziha,
5679,Noctuidae,Masoga,rava,
5680,Noctuidae,Mictochroa,ambigua,
5681,Noctuidae,Mictochroa,dolens,
5682,Noctuidae,Mictochroa,zonella,
5683,Noctuidae,Neocodia,asna,
5684,Noctuidae,Oenoptera,leda,
5685,Noctuidae,Orotermes,japyx,
5686,Noctuidae,Ponometia,bicolorata,
5687,Noctuidae,Ponometia,bruchi,
5688,Noctuidae,Ponometia,carmelita,
5689,Noctuidae,Ponometia,exigua,
5690,Noctuidae,Quandara,hypozonata,
5691,Noctuidae,Spragueia,apicalis,
5692,Noctuidae,Spragueia,dama,
5693,Noctuidae,Spragueia,lepus,
5694,Noctuidae,Spragueia,margana,
5695,Noctuidae,Spragueia,perstructana,
5696,Noctuidae,Tarache,arelleta,
5697,Noctuidae,Tarache,dacia,
5698,Noctuidae,Tarache,phaenna,
5699,Noctuidae,Tarache,quadriplaga,
5700,Noctuidae,Tarache,tenuicula,
5701,Noctuidae,Tarache,tetragona,
5702,Noctuidae,Trogoblemma,cacodoxica,
5703,Noctuidae,Trogoblemma,modesta,
5704,Noctuidae,Trogotorna,moseri,
5705,Noctuidae,Trogotorna,persecta,
5706,Noctuidae,Acronicta,velia,
5707,Noctuidae,Calymniodes,conchylis,
5708,Noctuidae,Calymniodes,pyrostorta,
5709,Noctuidae,Alypiodes,geronimo,
5710,Noctuidae,Darceta,falcata,
5711,Noctuidae,Darceta,ophideres,
5712,Noctuidae,Darceta,severa,
5713,Noctuidae,Epithisanotia,sanctijohannis,
5714,Noctuidae,Erocha,leucotelus,
5715,Noctuidae,Erocha,mummia,
5716,Noctuidae,Euscirrhopterus,poeyi,
5717,Noctuidae,Gerra,aelia,
5718,Noctuidae,Gerra,sevorsa,
5719,Noctuidae,Neotuerta,lycaon,
5720,Noctuidae,Neotuerta,sabulosa,
5721,Noctuidae,Seirocastnia,tribuna,
5722,Noctuidae,Azenia,edentata,
5723,Noctuidae,Catabenoides,terminellus,
5724,Noctuidae,Cropia,aleuca,
5725,Noctuidae,Cropia,cedica,
5726,Noctuidae,Cropia,connecta,
5727,Noctuidae,Cropia,europs,
5728,Noctuidae,Cropia,grandimacula,
5729,Noctuidae,Cropia,hadenoides,
5730,Noctuidae,Cropia,isidora,
5731,Noctuidae,Cropia,minthe,
5732,Noctuidae,Cropia,perfusa,
5733,Noctuidae,Cropia,phila,
5734,Noctuidae,Cropia,philosopha,
5735,Noctuidae,Cropia,plumbicincta,
5736,Noctuidae,Cropia,rivulosa,
5737,Noctuidae,Cropia,submarginalis,
5738,Noctuidae,Dantona,stillata,
5739,Noctuidae,Emarginea,anna,
5740,Noctuidae,Emarginea,combusta,
5741,Noctuidae,Emarginea,gammophora,
5742,Noctuidae,Emarginea,niphoplaga,
5743,Noctuidae,Emarginea,percara,
5744,Noctuidae,Leucosigma,albimixta,
5745,Noctuidae,Leucosigma,chloe,
5746,Noctuidae,Leucosigma,poolei,
5747,Noctuidae,Leucosigma,reletiva,
5748,Noctuidae,Leucosigma,schausi,
5749,Noctuidae,Leucosigma,solisae,
5750,Noctuidae,Leucosigma,uncifera,
5751,Noctuidae,Metaponpneumata,rogenhoferi,
5752,Noctuidae,Neogalea,esula,
5753,Noctuidae,Neogalea,sunia,
5754,Noctuidae,Nephelistis,differens,
