Family,Genus,Species,Subspecies
Hesperiidae,Celaenorrhinus,bifurcus,
Hesperiidae,Celaenorrhinus,cynapes,cynapes
Hesperiidae,Celaenorrhinus,eligius,
Hesperiidae,Celaenorrhinus,fritzgaertneri,
Hesperiidae,Celaenorrhinus,monartus,
Hesperiidae,Celaenorrhinus,stallingsi,
Hesperiidae,Anastrus,meliboea,meliboea
Hesperiidae,Anastrus,neaeris,neaeris
Hesperiidae,Anastrus,sempiternus,sempiternus
Hesperiidae,Anaxas,isidro,
Hesperiidae,Anaxas,petius,peto
Hesperiidae,Camptopleura,auxo,
Hesperiidae,Camptopleura,theramenes,
Hesperiidae,Chiomara,mithrax,
Hesperiidae,Chiothion,asychis,simon
Hesperiidae,Chiothion,georgina,georgina
Hesperiidae,Cycloglypha,enega,
Hesperiidae,Cycloglypha,thrasibulus,
Hesperiidae,Cycloglypha,tisias,
Hesperiidae,Ebrietas,anacreon,anacreon
Hesperiidae,Ebrietas,badia,
Hesperiidae,Ebrietas,elaudia,livius
Hesperiidae,Ebrietas,evanidus,
Hesperiidae,Ebrietas,osyris,
Hesperiidae,Ebrietas,sappho,
Hesperiidae,Echelatus,sempiternus,sempiternus
Hesperiidae,Festivia,grippa,
Hesperiidae,Gesta,funeralis,
Hesperiidae,Gesta,gesta,
Hesperiidae,Gesta,invisus,
Hesperiidae,Gesta,tristis,tatius
Hesperiidae,Gorgythion,begga,pyralina
Hesperiidae,Gorgythion,beggina,escalophoides
Hesperiidae,Gorgythion,vox,
Hesperiidae,Grais,stigmaticus,
Hesperiidae,Helias,cama,
Hesperiidae,Helias,godmani,
Hesperiidae,Hoodus,cristata,
Hesperiidae,Hoodus,jason,
Hesperiidae,Hoodus,pelopidas,
Hesperiidae,Iliana,gorgus,
Hesperiidae,Mylon,ander,andrea
Hesperiidae,Mylon,cajus,hera
Hesperiidae,Mylon,lassia,
Hesperiidae,Mylon,maimon,
Hesperiidae,Mylon,orsa,
Hesperiidae,Mylon,salvia,
Hesperiidae,Neomorphuncus,eugramma,
Hesperiidae,Potamanaxas,cranda,
Hesperiidae,Potamanaxas,effusa,confusa
Hesperiidae,Potamanaxas,latrea,caliadne
Hesperiidae,Potamanaxas,louisghilli,
Hesperiidae,Potamanaxas,melicertes,
Hesperiidae,Potamanaxas,paphos,
Hesperiidae,Potamanaxas,thoria,
Hesperiidae,Sostrata,bifasciata,leucorrhoa
Hesperiidae,Sostrata,nordica,
Hesperiidae,Sostrata,pusilla,pusilla
Hesperiidae,Theagenes,aegides,
Hesperiidae,Tiana,niger,
Hesperiidae,Tiana,platypterus,
Hesperiidae,Timochares,trifasciata,trifasciata
Hesperiidae,Tolius,tolimus,tolimus
Hesperiidae,Anisochoria,polysticta,
Hesperiidae,Antigonus,erosus,
Hesperiidae,Antigonus,nearchus,
Hesperiidae,Burnsius,burnsi,
Hesperiidae,Burnsius,oileus,
Hesperiidae,Burnsius,orcus,
Hesperiidae,Canesia,callipetes,
Hesperiidae,Canesia,canescens,
Hesperiidae,Canesia,leada,
Hesperiidae,Canesia,meridensis,
Hesperiidae,Carrhenes,calidius,
Hesperiidae,Carrhenes,fuscescens,
Hesperiidae,Clito,aberrans,
Hesperiidae,Clito,zelotes,
Hesperiidae,Diaeus,varna,
Hesperiidae,Eracon,biternata,
Hesperiidae,Eracon,clinias,
Hesperiidae,Eracon,lachesis,
Hesperiidae,Eracon,mnemon,
Hesperiidae,Eracon,paulinus,
Hesperiidae,Eracon,sarahburnsae,
Hesperiidae,Heliopetes,alana,
Hesperiidae,Heliopetes,domicella,
Hesperiidae,Heliopetes,elonmuski,
Hesperiidae,Heliopetes,laviana,
Hesperiidae,Heliopetes,macaira,
Hesperiidae,Paches,loxus,gloriosus
Hesperiidae,Paches,polla,
Hesperiidae,Spioniades,abbreviata,abbreviata
Hesperiidae,Spioniades,artemides,
Hesperiidae,Systaspes,corrosus,
Hesperiidae,Xenophanes,tryxus,
Hesperiidae,Zopyrion,sandace,
Hesperiidae,Zopyrion,satyrus,satyrus
Hesperiidae,Agara,belti,belti
Hesperiidae,Agara,michaeli,
Hesperiidae,Agara,perissodora,
Hesperiidae,Apyrrothrix,aesculapus,
Hesperiidae,Apyrrothrix,erythrosticta,
Hesperiidae,Aspitha,leander,
Hesperiidae,Creonpyge,creon,creon
Hesperiidae,Creonpyge,creon,taylori
Hesperiidae,Elbella,miodesmiata,
Hesperiidae,Jemadia,pseudognetus,
Hesperiidae,Jemadia,suekentonmiller,
Hesperiidae,Microceris,dulcinea,
Hesperiidae,Microceris,merops,
Hesperiidae,Microceris,patrobas,patrobas
Hesperiidae,Microceris,scylla,
Hesperiidae,Myscelus,amystis,hages
Hesperiidae,Mysoria,ambigua,
Hesperiidae,Mysoria,sejanus,stolli
Hesperiidae,Oxynetra,hoppferi,
Hesperiidae,Oxynetra,stangelandi,
Hesperiidae,Parelbella,macleannani,
Hesperiidae,Passova,gellias,
Hesperiidae,Pyrrhopyge,crida,
Hesperiidae,Pyrrhopyge,evansi,evansi
Hesperiidae,Pyrrhopyge,haemon,
Hesperiidae,Pyrrhopyge,thericles,pseudophidias
Hesperiidae,Pyrrhopyge,zenodorus,
Hesperiidae,Yanguna,cosyra,
Hyblaeidae,Hyblaea,puera,
Lacturidae,Enaemia,subfervens,
Lacturidae,Lactura,citrina,
Lacturidae,Lactura,euthoracica,
Lacturidae,Lactura,irrorata,
Lacturidae,Lactura,schedoxantha,
Lacturidae,Lactura,spatula,
Lasiocampidae,Eutachyptera,psidii,
Lasiocampidae,Prorifrons,angustipennis,
Lasiocampidae,Prorifrons,antonia,
Lasiocampidae,Prorifrons,nox,
Lasiocampidae,Prorifrons,rufescens,
Lasiocampidae,Prorifrons,tremula,
Lasiocampidae,Prorifrons,vibrans,
Lasiocampidae,Apotolype,blanchardi,
Lasiocampidae,Apotolype,brevicrista,
Lasiocampidae,Artace,cribraria,
Lasiocampidae,Artace,pelia,
Lasiocampidae,Euglyphis,albigrisea,
Lasiocampidae,Euglyphis,amathuria,
Lasiocampidae,Euglyphis,asapha,
Lasiocampidae,Euglyphis,attenuata,
Lasiocampidae,Euglyphis,barda,
Lasiocampidae,Euglyphis,binuba,
Lasiocampidae,Euglyphis,braganza,
Lasiocampidae,Euglyphis,braganzoides,
Lasiocampidae,Euglyphis,canities,
Lasiocampidae,Euglyphis,capillata,
Lasiocampidae,Euglyphis,cariosa,
Lasiocampidae,Euglyphis,carola,
Lasiocampidae,Euglyphis,celebris,
Lasiocampidae,Euglyphis,charax,
Lasiocampidae,Euglyphis,consolabilis,colombiensis
Lasiocampidae,Euglyphis,definita,
Lasiocampidae,Euglyphis,deusta,
Lasiocampidae,Euglyphis,directa,
Lasiocampidae,Euglyphis,durtea,
Lasiocampidae,Euglyphis,egra,
Lasiocampidae,Euglyphis,elena,
Lasiocampidae,Euglyphis,fibra,
Lasiocampidae,Euglyphis,gera,
Lasiocampidae,Euglyphis,gutturalis,
Lasiocampidae,Euglyphis,inconspicua,
Lasiocampidae,Euglyphis,indentata,
Lasiocampidae,Euglyphis,inflata,
Lasiocampidae,Euglyphis,isolina,
Lasiocampidae,Euglyphis,jeba,
Lasiocampidae,Euglyphis,jessiehillae,
Lasiocampidae,Euglyphis,juliana,
Lasiocampidae,Euglyphis,lanea,
Lasiocampidae,Euglyphis,lankesteri,
Lasiocampidae,Euglyphis,laronia,
Lasiocampidae,Euglyphis,larunda,
Lasiocampidae,Euglyphis,larundina,
Lasiocampidae,Euglyphis,laverna,
Lasiocampidae,Euglyphis,lepta,
Lasiocampidae,Euglyphis,libnites,
Lasiocampidae,Euglyphis,limba,
Lasiocampidae,Euglyphis,lola,
Lasiocampidae,Euglyphis,maria,
Lasiocampidae,Euglyphis,melancholica,
Lasiocampidae,Euglyphis,modesta,
Lasiocampidae,Euglyphis,nebula,
Lasiocampidae,Euglyphis,necopina,
Lasiocampidae,Euglyphis,obliterata,
Lasiocampidae,Euglyphis,ornata,
Lasiocampidae,Euglyphis,palma,
Lasiocampidae,Euglyphis,phedonioides,
Lasiocampidae,Euglyphis,phyllis,
Lasiocampidae,Euglyphis,poasia,
Lasiocampidae,Euglyphis,primola,
Lasiocampidae,Euglyphis,rundala,
Lasiocampidae,Euglyphis,scaptia,
Lasiocampidae,Euglyphis,scripturata,
Lasiocampidae,Euglyphis,serapion,
Lasiocampidae,Euglyphis,sigurda,
Lasiocampidae,Euglyphis,sobrina,
Lasiocampidae,Euglyphis,sonia,
Lasiocampidae,Euglyphis,submarginalis,
Lasiocampidae,Euglyphis,suramis,
Lasiocampidae,Euglyphis,thyatira,
Lasiocampidae,Euglyphis,torrida,
Lasiocampidae,Euglyphis,varma,
Lasiocampidae,Euglyphis,vitripuncta,
Lasiocampidae,Euglyphis,zurcheri,
Lasiocampidae,Labedera,primitiva,
Lasiocampidae,Nesara,caramina,
Lasiocampidae,Nesara,casada,
Lasiocampidae,Nesara,dalceroides,
Lasiocampidae,Nesara,francesca,
Lasiocampidae,Titya,bella,
Lasiocampidae,Titya,noctilux,
Lasiocampidae,Titya,synoecura,
Lasiocampidae,Tolype,caieta,
Lasiocampidae,Tolype,erisa,
Lasiocampidae,Tolype,nana,
Lasiocampidae,Tolype,perplexa,
Lasiocampidae,Tytocha,crassilinea,
Lasiocampidae,Tytocha,lineata,
Limacodidae,Acharia,apicalis,
Limacodidae,Acharia,horrida,
Limacodidae,Acharia,hyperoche,
Limacodidae,Acharia,nesea,
Limacodidae,Acharia,ophelians,
Limacodidae,Acharia,sarans,
Limacodidae,Acharia,trimacula,
Limacodidae,Epiperola,browni,
Limacodidae,Epiperola,paida,
Limacodidae,Epiperola,peluda,
Limacodidae,Epiperola,vafera,
Limacodidae,Epiperola,vaferella,
Limacodidae,Euclea,bidiscalis,
Limacodidae,Euclea,buscki,
Limacodidae,Euclea,byrne,
Limacodidae,Euclea,chiriquensis,
Limacodidae,Euclea,costaricana,
Limacodidae,Euclea,delphinii,
Limacodidae,Euclea,distrahens,
Limacodidae,Euclea,diversa,
Limacodidae,Euclea,gajentaani,
Limacodidae,Euclea,josepsi,
Limacodidae,Euclea,mesoamericana,
Limacodidae,Euclea,microcippus,
Limacodidae,Euclea,norba,
Limacodidae,Euclea,plugma,
Limacodidae,Euclea,trichathdota,
Limacodidae,Euclea,urba,
Limacodidae,Euclea,vericrux,
Limacodidae,Euclea,zurquicola,
Limacodidae,Euclea,zygia,
Limacodidae,Euphobetron,cupreitincta,
Limacodidae,Euphobetron,cypris,
Limacodidae,Euprosterna,elaea,
Limacodidae,Euprosterna,hosia,
Limacodidae,Euprosterna,sp.1,
Limacodidae,Euprosterna,wemilleri,
Limacodidae,Isa,diana,
Limacodidae,Isochaetes,dwagsi,
Limacodidae,Isochaetes,heevansi,
Limacodidae,Isochaetes,rufescens,
Limacodidae,Isochaetes,tapantiensis,
Limacodidae,Microphobetron,rebella,
Limacodidae,Miresa,argentea,
Limacodidae,Miresa,clarissa,
Limacodidae,Narosopsis,iangauldi,
Limacodidae,Narosopsis,leucospila,
Limacodidae,Natada,caria,
Limacodidae,Natada,cecilia,
Limacodidae,Natada,chaconi,
Limacodidae,Natada,confusa,
Limacodidae,Natada,daona,
Limacodidae,Natada,delgadoi,
Limacodidae,Natada,fusca (Complex),
Limacodidae,Natada,incandescens,
Limacodidae,Natada,kokii,
Limacodidae,Natada,lalogamezi,
Limacodidae,Natada,michorta,
Limacodidae,Natada,minuscula,
Limacodidae,Natada,monteverdensis,
Limacodidae,Natada,nigripuncta,
Limacodidae,Natada,nindla,
Limacodidae,Natada,semivitrea,
Limacodidae,Natada,singulara,
Limacodidae,Natada,subpectinata,
Limacodidae,Natada,truncata,
Limacodidae,Natada,varablancana,
Limacodidae,Paleophobetron,arcuata,
Limacodidae,Paleophobetron,cinereum,
Limacodidae,Paleophobetron,perornata,
Limacodidae,Parasa,cebrenis,
Limacodidae,Parasa,cuernavaca,
Limacodidae,Parasa,figueresi,
Limacodidae,Parasa,imitata,
Limacodidae,Parasa,joanae,
Limacodidae,Parasa,joseana,
Limacodidae,Parasa,laonome,
Limacodidae,Parasa,macrodonta,
Limacodidae,Parasa,minima,
Limacodidae,Parasa,sandrae,
Limacodidae,Parasa,schausi,
Limacodidae,Parasa,shirleyae,
Limacodidae,Parasa,viridogrisea,
Limacodidae,Parasa,wellesca,
Limacodidae,Perola,aenea,
Limacodidae,Perola,brevicornis,
Limacodidae,Perola,casasi,
Limacodidae,Perola,clara,
Limacodidae,Perola,nitidissima,
Limacodidae,Perola,producta,
Limacodidae,Perola,repetita,
Limacodidae,Perola,sericea,
Limacodidae,Perola,sinaloensis,
Limacodidae,Perola,villosipes,
Limacodidae,Phobetron,guzmanae,
Limacodidae,Phobetron,hipparchia,
Limacodidae,Prolimacodes,badia,
Limacodidae,Prolimacodes,montanus,
Limacodidae,Prolimacodes,triangulifera,
Limacodidae,Semyra,bella,
Limacodidae,Semyra,coarctata,
Limacodidae,Semyra,distincta,
Limacodidae,Semyra,finita,
Limacodidae,Semyra,irena,
Limacodidae,Talima,aurora,
Limacodidae,Talima,beckeri,
Limacodidae,Talima,emilia,
Limacodidae,Talima,erojasi,
Limacodidae,Talima,rubicolor,
Limacodidae,Talima,sp.1,
Limacodidae,Talima,sp.2,
Limacodidae,Talima,sp.3,
Limacodidae,Talima,weissi,
Limacodidae,Tanadema,neutra,
Limacodidae,Venadicodia,caneti,
Limacodidae,Venadicodia,denderia,
Limacodidae,Venadicodia,poguei,
Limacodidae,Venadicodia,ruthaea,
Limacodidae,Vipsania,melanois,
Limacodidae,Vipsania,rosabella,
Limacodidae,Vipsophobetron,davisi,
Limacodidae,Vipsophobetron,marisa,
Lycaenidae,Brephidium,exilis,
Lycaenidae,Celastrina,echo,gozora
Lycaenidae,Cupido,comyntas,texana
Lycaenidae,Echinargus,isola,
Lycaenidae,Hemiargus,ceraunus,astenidas
Lycaenidae,Hemiargus,hanno,
Lycaenidae,Hemiargus,huntingtoni,hannoides
Lycaenidae,Leptotes,cassius,cassidula
Lycaenidae,Apuecla,maeonis,
Lycaenidae,Apuecla,upupa,
Lycaenidae,Arcas,cypria,
Lycaenidae,Arcas,delphia,
Lycaenidae,Arcas,gozmanyi,
Lycaenidae,Arcas,imperialis,
Lycaenidae,Arcas,tuneta,
Lycaenidae,Aubergina,hesychia,
Lycaenidae,Aubergina,hicetas,
Lycaenidae,Aubergina,paetus,
Lycaenidae,Brangas,carthaea,
Lycaenidae,Brangas,coccineifrons,
Lycaenidae,Brangas,getus,
Lycaenidae,Brangas,neora,
Lycaenidae,Brevianta,busa,
Lycaenidae,Brevianta,hyas,
Lycaenidae,Brevianta,undulata,
Lycaenidae,Celmia,celmus,
Lycaenidae,Celmia,conoveria,
Lycaenidae,Chalybs,hassan,
Lycaenidae,Chalybs,janias,
Lycaenidae,Contrafacia,ahola,
Lycaenidae,Contrafacia,bassania,
Lycaenidae,Contrafacia,imma,
Lycaenidae,Cupathecla,cupentus,
Lycaenidae,Denivia,augustinula,
Lycaenidae,Denivia,augustula,
Lycaenidae,Denivia,hemon,
Lycaenidae,Denivia,lisus,
Lycaenidae,Denivia,theocritus,
Lycaenidae,Dicya,carnica,
Lycaenidae,Dicya,dicaea,
Lycaenidae,Dicya,iambe,
Lycaenidae,Enos,thara,
Lycaenidae,Evenus,batesii,
Lycaenidae,Evenus,coronata,
Lycaenidae,Evenus,regalis,
Lycaenidae,Exorbaetta,metanira,
Lycaenidae,Iaspis,andersoni,
Lycaenidae,Iaspis,castimonia,
Lycaenidae,Iaspis,temesa,
Lycaenidae,Ignata,caldas,
Lycaenidae,Ignata,gadira,
Lycaenidae,Ignata,norax,
Lycaenidae,Ipidecla,schausi,
Lycaenidae,Janthecla,cydonia,
Lycaenidae,Janthecla,janthina,
Lycaenidae,Janthecla,rocena,
Lycaenidae,Kolana,ligurina,
Lycaenidae,Kolana,lyde,
Lycaenidae,Lamasina,draudti,
Lycaenidae,Laothus,barajo,
Lycaenidae,Laothus,erybathis,
Lycaenidae,Laothus,oceia,
Lycaenidae,Lathecla,latagus,
Lycaenidae,Lathecla,vichai,
Lycaenidae,Lathecla,winnie,
Lycaenidae,Magnastigma,elsa,
Lycaenidae,Magnastigma,hirsuta,
Lycaenidae,Micandra,cyda,
Lycaenidae,Micandra,platyptera,
Lycaenidae,Nesiostrymon,calchinia,
Lycaenidae,Nesiostrymon,celona,
Lycaenidae,Nesiostrymon,dodava,
Lycaenidae,Nicolaea,dolium,
Lycaenidae,Nicolaea,heraldica,
Lycaenidae,Nicolaea,ophia,
Lycaenidae,Nicolaea,velina,
Lycaenidae,Nicolaea,viceta,
Lycaenidae,Ostrinotes,halciones,
Lycaenidae,Ostrinotes,keila,
Lycaenidae,Ostrinotes,purpuriticus,
Lycaenidae,Ostrinotes,silva,
Lycaenidae,Paiwarria,antinous,
Lycaenidae,Paiwarria,umbratus,
Lycaenidae,Paraspiculatus,central,
Lycaenidae,Pseudolycaena,damo,
Lycaenidae,Pseudolycaena,marsyas,
Lycaenidae,Semonina,semones,
Lycaenidae,Siderus,guapila,
Lycaenidae,Siderus,leucophaeus,
Lycaenidae,Siderus,philinna,
Lycaenidae,Symbiopsis,panamensis,
Lycaenidae,Symbiopsis,rickmani,
Lycaenidae,Symbiopsis,tanais,
Lycaenidae,Temecla,heraclides,
Lycaenidae,Temecla,paron,
Lycaenidae,Terenthina,terentia,
Lycaenidae,Thaeides,theia,
Lycaenidae,Theclopsis,demea,
Lycaenidae,Theclopsis,leos,
Lycaenidae,Theclopsis,mycon,
Lycaenidae,Theorema,eumenia,
Lycaenidae,Thepytus,arindela,
Lycaenidae,Thepytus,echelta,
Lycaenidae,Thereus,cithonius,
Lycaenidae,Thereus,lausus,
Lycaenidae,Thereus,oppia,
Lycaenidae,Thereus,orasus,
Lycaenidae,Thereus,ortalus,
Lycaenidae,Thereus,praxis,
Lycaenidae,Theritas,mavors,
Lycaenidae,Thestius,epopea,
Lycaenidae,Atlides,bacis,
Lycaenidae,Atlides,carpasia,
Lycaenidae,Atlides,gaumeri,
Lycaenidae,Atlides,inachus,
Lycaenidae,Atlides,polybe,
Lycaenidae,Atlides,rustan,
Lycaenidae,Chlorostrymon,simaethis,sarita
Lycaenidae,Chlorostrymon,telea,
Lycaenidae,Cyanophrys,agricolor,
Lycaenidae,Cyanophrys,amyntor,
Lycaenidae,Cyanophrys,fusius,
Lycaenidae,Cyanophrys,goodsoni,
Lycaenidae,Cyanophrys,herodotus,
Lycaenidae,Cyanophrys,longula,
Lycaenidae,Cyanophrys,miserabilis,
Lycaenidae,Erora,aura,
Lycaenidae,Erora,badeta,
Lycaenidae,Erora,carla,
Lycaenidae,Erora,gabina,
Lycaenidae,Erora,lampetia,
Lycaenidae,Erora,nitetis,
Lycaenidae,Erora,opisena,
Lycaenidae,Erora,subflorens,
Lycaenidae,Ocaria,aholiba,
Lycaenidae,Ocaria,arpoxais,
Lycaenidae,Ocaria,ocrisia,
Lycaenidae,Ocaria,petelina,
Lycaenidae,Ocaria,thales,
Lycaenidae,Arumecla,galliena,
Lycaenidae,Arumecla,nisaee,
Lycaenidae,Arzecla,arza,
Lycaenidae,Arzecla,paralus,
Lycaenidae,Arzecla,sethon,
Lycaenidae,Arzecla,taminella,
Lycaenidae,Arzecla,tarpa,
Lycaenidae,Calycopis,buphonia,
Lycaenidae,Calycopis,calus,
Lycaenidae,Calycopis,cerata,
Lycaenidae,Calycopis,clarina,
Lycaenidae,Calycopis,demonassa,
Lycaenidae,Calycopis,drusilla,
Lycaenidae,Calycopis,isobeon,
Lycaenidae,Calycopis,orcillula,
Lycaenidae,Calycopis,origo,
Lycaenidae,Calycopis,pisis,
Lycaenidae,Calycopis,sullivani,
Lycaenidae,Calycopis,tamos,
Lycaenidae,Calycopis,thama,
Lycaenidae,Calycopis,trebula,
Lycaenidae,Calycopis,xeneta,
Lycaenidae,Camissecla,charichlorus,
Lycaenidae,Camissecla,melma,
Lycaenidae,Camissecla,vespasianus,
Lycaenidae,Electrostrymon,hugon,
Lycaenidae,Electrostrymon,joya,
Lycaenidae,Kisutam,rosemary,
Lycaenidae,Kisutam,syllis,
Lycaenidae,Lamprospilus,coelicolor,
Lycaenidae,Lamprospilus,decorata,
Lycaenidae,Rubroserrata,mathewi,
Lycaenidae,Ziegleria,ceromia,
Lycaenidae,Ziegleria,hesperitis,
Lycaenidae,Ziegleria,hoffmani,
Lycaenidae,Eumaeus,childrenae,
Lycaenidae,Eumaeus,godartii,
Lycaenidae,Eumaeus,toxea,
Lycaenidae,Allosmaitia,strophius,
Lycaenidae,Michaelus,hecate,
Lycaenidae,Michaelus,ira,
Lycaenidae,Michaelus,jebus,
Lycaenidae,Michaelus,joseph,
Lycaenidae,Michaelus,phoenissa,
Lycaenidae,Michaelus,thordesa,
Lycaenidae,Oenomaus,atena,
Lycaenidae,Oenomaus,atesa,
Lycaenidae,Oenomaus,cyanovenata,
Lycaenidae,Oenomaus,melleus,
Lycaenidae,Oenomaus,ortygnus,
Lycaenidae,Parrhasius,orgia,
Lycaenidae,Parrhasius,polibetes,
Lycaenidae,Parrhasius,urraca,
Lycaenidae,Gargina,caninius,
Lycaenidae,Gargina,emessa,
Lycaenidae,Gargina,gargophia,
Lycaenidae,Gargina,gnosia,
Lycaenidae,Gargina,thoria,
Lycaenidae,Gargina,thyesta,
Lycaenidae,Ministrymon,arola,
Lycaenidae,Ministrymon,azia,
Lycaenidae,Ministrymon,cleon,
Lycaenidae,Ministrymon,clytie,
Lycaenidae,Ministrymon,collucia,
Lycaenidae,Ministrymon,inoa,
Lycaenidae,Ministrymon,janevicroy,
Lycaenidae,Ministrymon,phrutus,
Lycaenidae,Ministrymon,una,scopas
Lycaenidae,Ministrymon,zilda,
Lycaenidae,Strephonota,ambrax,
Lycaenidae,Strephonota,azurinus,
Lycaenidae,Strephonota,ericeta,
Lycaenidae,Strephonota,malvania,
Lycaenidae,Strephonota,syedra,
Lycaenidae,Strephonota,tephraeus,
Lycaenidae,Tmolus,crolinus,
Lycaenidae,Tmolus,cydrara,
Lycaenidae,Tmolus,echion,echiolus
Lycaenidae,Tmolus,mutina,
Lycaenidae,Arawacus,hypocrita,
Lycaenidae,Arawacus,jada,
Lycaenidae,Arawacus,lincoides,
Lycaenidae,Arawacus,sito,
Lycaenidae,Arawacus,togarna,
Lycaenidae,Hypostrymon,asa,
Lycaenidae,Panthiades,bathildis,
Lycaenidae,Panthiades,bitias,
Lycaenidae,Panthiades,ochus,
Lycaenidae,Panthiades,phaleros,
Lycaenidae,Rekoa,marius,
Lycaenidae,Rekoa,meton,
Lycaenidae,Rekoa,palegon,
Lycaenidae,Rekoa,stagira,
Lycaenidae,Rekoa,zebina,
Lycaenidae,Strymon,albata,
Lycaenidae,Strymon,alea,
Lycaenidae,Strymon,astiocha,
Lycaenidae,Strymon,bazochii,bazochii
Lycaenidae,Strymon,bebrycia,
Lycaenidae,Strymon,cestri,
Lycaenidae,Strymon,gabatha,
Lycaenidae,Strymon,istapa,istapa
Lycaenidae,Strymon,megarus,
Lycaenidae,Strymon,melinus,
Lycaenidae,Strymon,mulucha,
Lycaenidae,Strymon,rufofusca,rufofusca
Lycaenidae,Strymon,serapio,
Lycaenidae,Strymon,yojoa,
Lycaenidae,Strymon,ziba,
Lycaenidae,Bistonina,erema,
Lymantriidae,Caviria,comes,
Lymantriidae,Caviria,regina,
Lymantriidae,Caviria,vinasia,
Lymantriidae,Eloria,festiva,
Lymantriidae,Eloria,lucida,
Lymantriidae,Eloria,moesta,
Lymantriidae,Eloria,onaba,
Lymantriidae,Eloria,sixola,
Lymantriidae,Eloria,subnuda,
Lymantriidae,Eloria,torrida,
Lymantriidae,Orgyia,costarricensis,
Lymantriidae,Orgyia,povera,
Lymantriidae,Sarsina,electa,
Lymantriidae,Sarsina,festiva,
Lymantriidae,Sarsina,purpurascens,
Lymantriidae,Thagona,BioLep03,
Lymantriidae,Thagona,errans,
Lymantriidae,Thagona,tibialis,
Lymantriidae,Thagona,votis,
Lyonetiidae,Perileucoptera,coffeella,
Megalopygidae,Megalopyge,dyari,
Megalopygidae,Megalopyge,hina,
Megalopygidae,Megalopyge,lampra,
Megalopygidae,Megalopyge,lanata,
Megalopygidae,Megalopyge,opercularis,
Megalopygidae,Megalopyge,salebrosa,
Megalopygidae,Megalopyge,superba,
Megalopygidae,Megalopyge,tharops,
Megalopygidae,Podalia,contigua,
Megalopygidae,Podalia,dimidiata,
Megalopygidae,Podalia,orsilochus,
Megalopygidae,Podalia,thanathos,
Megalopygidae,Podalia,tympania,
Megalopygidae,Podalia,walkerensis,
Megalopygidae,Repnoa,imparilis,
Megalopygidae,Aithorape,BioLep02,
Megalopygidae,Aithorape,roseicornis,
Megalopygidae,Coamorpha,innoxia,
Megalopygidae,Hysterocladia,eriphua,
Megalopygidae,Macara,alydda,
Megalopygidae,Macara,argentea,
Megalopygidae,Mesoscia,dyari,
Megalopygidae,Mesoscia,terminata,
Megalopygidae,Mesoscia,unifasciata,
Megalopygidae,Norape,argyrorrhoea,
Megalopygidae,Norape,nevermanni,
Megalopygidae,Norape,nigrovenosa,
Megalopygidae,Norape,ovina,
Megalopygidae,Thoscora,ribbei,
Megalopygidae,Trosia,dimas,
Megalopygidae,Trosia,fallax,
Megalopygidae,Trosia,incostata,
Megalopygidae,Trosia,misda,
Megalopygidae,Trosia,nigropuncta,
Megalopygidae,Trosia,semirufa,
Mimallonidae,Aleyda,accipiter,
Mimallonidae,Bedosia,dulcis,
Mimallonidae,Bedosia,fraterna,
Mimallonidae,Bedosia,ligina,
Mimallonidae,Bedosia,turgida,
Mimallonidae,Bedosiallo,forbesi,
Mimallonidae,Bedosiallo,gentilis,
Mimallonidae,Bedosiallo,moengus,
Mimallonidae,Bedosiallo,sylvia,
Mimallonidae,Bedosiallo,volucris,
Mimallonidae,Cicinnus,beta,
Mimallonidae,Cicinnus,incerta,
Mimallonidae,Cicinnus,latris,
Mimallonidae,Cicinnus,pudens,
Mimallonidae,Cicinnus,solvens,
Mimallonidae,Cicinnus,tuisana,
Mimallonidae,Gonogramma,motagus,
Mimallonidae,Psychocampa,camarinus,
Mimallonidae,Psychocampa,joanna,
Mimallonidae,Psychocampa,lacuna,
Mimallonidae,Psychocampa,mulatro,
Mimallonidae,Roelmana,maloba,
Mimallonidae,Roelmana,prominens,
Mimallonidae,Druentica,alsa,
Mimallonidae,Druentica,inscita,
Mimallonidae,Druentica,partha,
Mimallonidae,Druentica,zikana,
Mimallonidae,Procinnus,valva,
Mimallonidae,Alheita,beroalda,
Mimallonidae,Alheita,pulla,
Mimallonidae,Herbinalla,caudina,
Mimallonidae,Lacosoma,briasia,
Mimallonidae,Lacosoma,lygia,
Mimallonidae,Lacosoma,syrinx,
Mimallonidae,Lacosoma,valera,
Mimallonidae,Trogoptera,althora,
Mimallonidae,Trogoptera,rumina,
Mimallonidae,Trogoptera,sao,
Mimallonidae,Mimallo,amilia,
Mimallonidae,Menevia,menapia,
Mimallonidae,Menevia,ostia,
Mimallonidae,Menevia,parostia,
Mimallonidae,Zaphanta,fraterna,
Mimallonidae,Zaphanta,infantilis,
Nepticulidae,Acalyptris,janzeni,
Nepticulidae,Enteucha,gilvafascia,
Nepticulidae,Ozadelpha,conostegiae,
Nepticulidae,Stigmella,costaricensis,
Nepticulidae,Stigmella,gallicola,
Nepticulidae,Stigmella,intronia,
Noctuidae,Acontia,chea,
Noctuidae,Acontia,viridifera,
Noctuidae,Chalcoecia,BioLep02,
Noctuidae,Chalcoecia,emessa,
Noctuidae,Chalcoecia,gloria,
Noctuidae,Chalcoecia,patricia,
Noctuidae,Chalenata,noxia,
Noctuidae,Chalenata,ustota,
Noctuidae,Charoblemma,unilinea,
