Family,Genus,Species,Subspecies
Riodinidae,Leucochimona,molina,
Riodinidae,Leucochimona,vestalis,leucogaea
Riodinidae,Mesosemia,albipuncta,
Riodinidae,Mesosemia,asa,asa
Riodinidae,Mesosemia,carissima,
Riodinidae,Mesosemia,ceropia,
Riodinidae,Mesosemia,coelestis,
Riodinidae,Mesosemia,esperanza,
Riodinidae,Mesosemia,gaudiolum,
Riodinidae,Mesosemia,grandis,
Riodinidae,Mesosemia,harveyi,
Riodinidae,Mesosemia,hesperina,
Riodinidae,Mesosemia,hypermegala,
Riodinidae,Mesosemia,lamachus,
Riodinidae,Mesosemia,telegone,
Riodinidae,Mesosemia,zonalis,zonalis
Riodinidae,Napaea,eucharila,
Riodinidae,Napaea,rufolimba,
Riodinidae,Napaea,umbra,
Riodinidae,Perophthalma,lasus,
Riodinidae,Perophthalma,tullius,
Riodinidae,Archaeonympha,smalli,
Riodinidae,Aricoris,domina,
Riodinidae,Aricoris,erostratus,
Riodinidae,Behemothia,godmanii,
Riodinidae,Calicosama,lilina,
Riodinidae,Calociasma,ictericum,
Riodinidae,Calociasma,nycteus,
Riodinidae,Calospila,parthaon,pelarge
Riodinidae,Catocyclotis,adelina,
Riodinidae,Catocyclotis,densemaculata,
Riodinidae,Catocyclotis,glauca,
Riodinidae,Hallonympha,eudocia,
Riodinidae,Harveyope,petronia,
Riodinidae,Hypophylla,argenissa,
Riodinidae,Hypophylla,sudias,
Riodinidae,Hypophylla,zeurippa,
Riodinidae,Juditha,caucana,
Riodinidae,Juditha,dorilis,
Riodinidae,Juditha,odites,praeclarum
Riodinidae,Lemonias,caliginea,
Riodinidae,Nymphidium,ascolia,ascolia
Riodinidae,Nymphidium,azanoides,occidentalis
Riodinidae,Nymphidium,haematostictum,
Riodinidae,Nymphidium,lenocinium,
Riodinidae,Nymphidium,mantus,
Riodinidae,Nymphidium,onaeum,
Riodinidae,Parvospila,asteria,
Riodinidae,Parvospila,cilissa,
Riodinidae,Parvospila,lucianus,lucianus
Riodinidae,Periplacis,laobotas,
Riodinidae,Periplacis,menander,purpurata
Riodinidae,Periplacis,pretus,picta
Riodinidae,Periplacis,splendida,
Riodinidae,Pseudolivendula,hemileuca,
Riodinidae,Sanguinea,alcmaeon,
Riodinidae,Sanguinea,cleomedes,
Riodinidae,Setabis,lagus,jansoni
Riodinidae,Synargis,dirca,
Riodinidae,Synargis,ethelinda,
Riodinidae,Synargis,mycone,
Riodinidae,Synargis,nymphidioides,
Riodinidae,Synargis,ochra,
Riodinidae,Synargis,palaeste,
Riodinidae,Synargis,phliasus,velabrum
Riodinidae,Theope,acosma,
Riodinidae,Theope,archimedes,zyzyxoxyx
Riodinidae,Theope,bacenis,
Riodinidae,Theope,barea,
Riodinidae,Theope,basilea,
Riodinidae,Theope,cratylus,
Riodinidae,Theope,decorata,
Riodinidae,Theope,devriesi,
Riodinidae,Theope,eudocia,
Riodinidae,Theope,eupolis,
Riodinidae,Theope,guillaumei,cecropia
Riodinidae,Theope,lycaenina,
Riodinidae,Theope,matuta,matuta
Riodinidae,Theope,mundula,
Riodinidae,Theope,nycteis,
Riodinidae,Theope,pedias,
Riodinidae,Theope,phaeo,
Riodinidae,Theope,pieridoides,
Riodinidae,Theope,pseudopedias,
Riodinidae,Theope,publius,
Riodinidae,Theope,speciosa,
Riodinidae,Theope,virgilius,
Riodinidae,Thisbe,irenea,
Riodinidae,Thisbe,lycorias,
Riodinidae,Thisbe,ucubis,
Riodinidae,Ancyluris,inca,
Riodinidae,Ancyluris,jurgensenii,jurgensenii
Riodinidae,Baeotis,macularia,
Riodinidae,Baeotis,nesaea,
Riodinidae,Baeotis,zonata,zonata
Riodinidae,Brachyglenis,dinora,
Riodinidae,Brachyglenis,dodone,
Riodinidae,Brachyglenis,esthema,esthema
Riodinidae,Calephelis,argyrodines,
Riodinidae,Calephelis,browni,
Riodinidae,Calephelis,candiope,
Riodinidae,Calephelis,costaricicola,
Riodinidae,Calephelis,exiguus,
Riodinidae,Calephelis,fulmen,
Riodinidae,Calephelis,inca,
Riodinidae,Calephelis,iris,
Riodinidae,Calephelis,laverna,parva
Riodinidae,Calephelis,perditalis,
Riodinidae,Calephelis,schausi,
Riodinidae,Calephelis,sixola,
Riodinidae,Calephelis,sodalis,
Riodinidae,Calephelis,tapuyo,
Riodinidae,Calephelis,velutina,
Riodinidae,Calephelis,wellingi,wellingi
Riodinidae,Caria,domitianus,vejento
Riodinidae,Caria,mantinea,lampeto
Riodinidae,Caria,rhacotis,
Riodinidae,Cariomothis,poeciloptera,poeciloptera
Riodinidae,Chalodeta,chaonitis,
Riodinidae,Chalodeta,lypera,
Riodinidae,Chamaelimnas,cydonia,
Riodinidae,Charis,anius,
Riodinidae,Chorinea,bogota,
Riodinidae,Cyrenia,martia,pyrippe
Riodinidae,Detritivora,barnesi,
Riodinidae,Detritivora,gynaea,
Riodinidae,Detritivora,hermodora,
Riodinidae,Detritivora,nicolayi,
Riodinidae,Exoplisia,cadmeis,
Riodinidae,Exoplisia,hypochalybe,hypochalybe
Riodinidae,Isapis,agyrtus,hera
Riodinidae,Ithomeis,imitatrix,
Riodinidae,Lasaia,agesilas,agesilas
Riodinidae,Lasaia,meris,
Riodinidae,Lasaia,pseudomeris,
Riodinidae,Lasaia,sessilis,
Riodinidae,Lasaia,sula,sula
Riodinidae,Lyropteryx,lyra,cleadas
Riodinidae,Melanis,cephise,
Riodinidae,Melanis,electron,melantho
Riodinidae,Melanis,pixe,sanguinea
Riodinidae,Metacharis,umbrata,
Riodinidae,Metacharis,victrix,
Riodinidae,Monethe,albertus,rudolphus
Riodinidae,Necyria,ingaretha,
Riodinidae,Pheles,eulesca,
Riodinidae,Pheles,strigosus,strigosus
Riodinidae,Rhetus,arcius,castigatus
Riodinidae,Rhetus,dysonii,caligosus
Riodinidae,Rhetus,periander,naevianus
Riodinidae,Syrmatia,aethiops,
Riodinidae,Syrmatia,nyx,
Riodinidae,Argyrogrammana,barine,
Riodinidae,Argyrogrammana,crocea,
Riodinidae,Argyrogrammana,leptographia,leptographia
Riodinidae,Asymma,virgatula,virgatula
Riodinidae,Esthemopsis,clonia,
Riodinidae,Esthemopsis,colaxes,colaxes
Riodinidae,Esthemopsis,pherephatte,
Riodinidae,Mesene,argentea,argentea
Riodinidae,Mesene,croceella,
Riodinidae,Mesene,margaretta,
Riodinidae,Mesene,mygdon,
Riodinidae,Mesene,phareus,
Riodinidae,Mesene,silaris,
Riodinidae,Mesenopsis,bryaxis,
Riodinidae,Mesenopsis,melanochlora,
Riodinidae,Mesenopsis,tricolor,
Riodinidae,Phaenochitonia,ignicauda,
Riodinidae,Phaenochitonia,ignipicta,
Riodinidae,Pirascca,arbuscula,
Riodinidae,Pirascca,phoenicura,
Riodinidae,Pirascca,tyriotes,
Riodinidae,Pterographium,elegans,
Riodinidae,Symmachia,accusatrix,
Riodinidae,Symmachia,calliste,
Riodinidae,Symmachia,leena,leena
Riodinidae,Symmachia,probetor,
Riodinidae,Symmachia,rubina,
Riodinidae,Symmachia,threissa,
Riodinidae,Tigria,xypete,
Riodinidae,Xenandra,desora,
Riodinidae,Xenandra,helius,helius
Riodinidae,Xenandra,nigrivenata,
Saturniidae,Arsenura,archianassa,
Saturniidae,Arsenura,arianae,
Saturniidae,Arsenura,batesii,arcaei
Saturniidae,Arsenura,drucei,
Saturniidae,Arsenura,sylla,
Saturniidae,Caio,championi,
Saturniidae,Copiopteryx,semiramis,andensis
Saturniidae,Dysdaemonia,boreas,
Saturniidae,Paradaemonia,castanea,
Saturniidae,Paradaemonia,platydesmia,
Saturniidae,Rhescyntis,hippodamia,norax
Saturniidae,Titaea,tamerlan,nobilis
Saturniidae,Adeloneivaia,boisduvalii,
Saturniidae,Adeloneivaia,centrojason,
Saturniidae,Adeloneivaia,isara,
Saturniidae,Adeloneivaia,jason,
Saturniidae,Adeloneivaia,subangulata,
Saturniidae,Citheronia,bellavista,
Saturniidae,Citheronia,lobesis,
Saturniidae,Citheronia,volcan,
Saturniidae,Citheronioides,collaris,
Saturniidae,Citioica,anthonilis,
Saturniidae,Dryocampa,rubicunda,alba
Saturniidae,Eacles,imperialis,decoris
Saturniidae,Eacles,imperialis,hallawachsae
Saturniidae,Eacles,masoni,centralamericana
Saturniidae,Eacles,ormondei,vanschaycki
Saturniidae,Eacles,penelope,
Saturniidae,Othorene,bernardoespinozai,
Saturniidae,Othorene,intermedia,
Saturniidae,Othorene,pollens,
Saturniidae,Othorene,purpurascens,
Saturniidae,Othorene,talamanca,
Saturniidae,Othorene,verana,
Saturniidae,Othorene,vilderi,
Saturniidae,Ptiloscola,dargei,
Saturniidae,Schausiella,denhenzorum,
Saturniidae,Schausiella,moinieri,
Saturniidae,Schausiella,ronaldzunigi,
Saturniidae,Schausiella,santarosensis,
Saturniidae,Syssphinx,colla,
Saturniidae,Syssphinx,jennyphillipsae,
Saturniidae,Syssphinx,mexicana,
Saturniidae,Syssphinx,molina,
Saturniidae,Syssphinx,quadrilineata,
Saturniidae,Arias,inbio,
Saturniidae,Automeris,anikmeisterae,
Saturniidae,Automeris,arianae,
Saturniidae,Automeris,banus,banumediata
Saturniidae,Automeris,banus,proxima
Saturniidae,Automeris,belti,
Saturniidae,Automeris,boucardi,
Saturniidae,Automeris,celata,
Saturniidae,Automeris,chrisbrechlinae,
Saturniidae,Automeris,dagmarae,
Saturniidae,Automeris,duchartrei,
Saturniidae,Automeris,exigua,
Saturniidae,Automeris,fieldi,
Saturniidae,Automeris,hamata,
Saturniidae,Automeris,intertridens,
Saturniidae,Automeris,io,
Saturniidae,Automeris,janus,
Saturniidae,Automeris,kopturae,
Saturniidae,Automeris,larra,
Saturniidae,Automeris,metzli,
Saturniidae,Automeris,niepelti,
Saturniidae,Automeris,pallidior,
Saturniidae,Automeris,paracelata,
Saturniidae,Automeris,phrynon,
Saturniidae,Automeris,postalbida,
Saturniidae,Automeris,rubrescens,
Saturniidae,Automeris,silkae,
Saturniidae,Automeris,stumpei,
Saturniidae,Automeris,tridens,
Saturniidae,Automeris,vanschaycki,
Saturniidae,Automeris,zozimanaguana,
Saturniidae,Automeris,zozine,
Saturniidae,Automeris,zugana,
Saturniidae,Automeris,zurobara,
Saturniidae,Cerodirphia,avenata,
Saturniidae,Dirphia,avia,
Saturniidae,Dirphia,aviluisiana,
Saturniidae,Dirphia,horcana,
Saturniidae,Dirphia,lichyi,
Saturniidae,Dirphia,nora,
Saturniidae,Dirphia,subhorca,
Saturniidae,Dirphia,tuisna,
Saturniidae,Dirphiopsis,flora,
Saturniidae,Gamelia,musta,
Saturniidae,Gamelia,septentrionalis,
Saturniidae,Hylesia,acuta,
Saturniidae,Hylesia,aeneides,
Saturniidae,Hylesia,annulata,
Saturniidae,Hylesia,beneluzi,
Saturniidae,Hylesia,bertrandi,
Saturniidae,Hylesia,biolleya,
Saturniidae,Hylesia,coex,
Saturniidae,Hylesia,continua,alinda
Saturniidae,Hylesia,dalina,
Saturniidae,Hylesia,frigida,
Saturniidae,Hylesia,gigantex,
Saturniidae,Hylesia,hamata,
Saturniidae,Hylesia,invidiosa,
Saturniidae,Hylesia,lineata,
Saturniidae,Hylesia,multiplex,
Saturniidae,Hylesia,mymex,
Saturniidae,Hylesia,rosacea,
Saturniidae,Hylesia,rubrifrons,
Saturniidae,Hylesia,rufipes,
Saturniidae,Hylesia,umbrata,
Saturniidae,Hyperchiria,jinotegaensis,
Saturniidae,Hyperchiria,nausica (aggr.),
Saturniidae,Hyperchiria,rincon,
Saturniidae,Hyperchiria,sanjuensis,
Saturniidae,Leucanella,acutissima,
Saturniidae,Leucanella,hosmera,
Saturniidae,Lonomia,columbiana,
Saturniidae,Lonomia,concordia,
Saturniidae,Lonomia,electra,
Saturniidae,Lonomia,puntarenasiana,
Saturniidae,Lonomia,rufescens,
Saturniidae,Lonomia,santarosensis,
Saturniidae,Molippa,nibasa,
Saturniidae,Molippa,simillima,
Saturniidae,Molippa,tusina,
Saturniidae,Paradirphia,herediana,
Saturniidae,Paradirphia,semirosea,
Saturniidae,Paradirphia,talamancaia,
Saturniidae,Paradirphia,winifredae,
Saturniidae,Periga,cluacina,
Saturniidae,Periga,costaricana,
Saturniidae,Periphoba,arcaei,
Saturniidae,Periphoba,rudloffi,
Saturniidae,Pseudautomeris,irene,
Saturniidae,Pseudautomeris,rudloffi,
Saturniidae,Pseudodirphia,lacsa,
Saturniidae,Pseudodirphia,menander,
Saturniidae,Pseudodirphia,regia,
Saturniidae,Xanthodirphia,abbreviata,
Saturniidae,Xanthodirphia,amarilla,
Saturniidae,Homoeopteryx,malecena,
Saturniidae,Oxytenis,albilunulata,
Saturniidae,Oxytenis,beprea,
Saturniidae,Oxytenis,gigantea,
Saturniidae,Oxytenis,modestia,
Saturniidae,Oxytenis,modoccidentalis,
Saturniidae,Oxytenis,naemia,orecta
Saturniidae,Oxytenis,nubila,
Saturniidae,Oxytenis,semilunata,
Saturniidae,Oxytenis,vanricana,
Saturniidae,Therinia,terminalis,
Saturniidae,Therinia,transversaria,
Saturniidae,Antheraea,godmani,
Saturniidae,Antheraea,montezuma,
Saturniidae,Copaxa,australoescalantei,
Saturniidae,Copaxa,conlani,
Saturniidae,Copaxa,curvilinea,
Saturniidae,Copaxa,escalantei,
Saturniidae,Copaxa,mazaorum,
Saturniidae,Copaxa,moinieri,
Saturniidae,Copaxa,multifenestrata,
Saturniidae,Copaxa,rudloffi,
Saturniidae,Copaxa,rufinans,
Saturniidae,Copaxa,schmiti,
Saturniidae,Copaxa,simson,
Saturniidae,Copaxa,syntheratoides,
Saturniidae,Copaxa,troetschi,
Saturniidae,Copaxa,trottierorum,
Saturniidae,Rothschildia,aurota,
Saturniidae,Rothschildia,erycina,mexicana
Saturniidae,Rothschildia,fabiani,
Saturniidae,Rothschildia,lebeau,inca
Saturniidae,Rothschildia,orizaba,
Saturniidae,Rothschildia,silkae,
Saturniidae,Rothschildia,triloba,
Scythrididae,Scythris,sp.1,
Scythrididae,Scythris,sp.2,
Sematuridae,Coronidia,canace,
Sematuridae,Coronidia,egina,
Sematuridae,Coronidia,leachii,
Sematuridae,Coronidia,orithea,
Sematuridae,Coronidia,subpicta,
Sematuridae,Lonchotura,ocylus,
Sematuridae,Mania,diana,
Sematuridae,Mania,empedocles,
Sematuridae,Mania,luna,
Sesiidae,Alcathoe,helena,
Sesiidae,Alcathoe,korites,
Sesiidae,Alcathoe,proserpina,
Sesiidae,Carmenta,angarodes,
Sesiidae,Carmenta,guatemalena,
Sesiidae,Carmenta,munroei,
Sesiidae,Carmenta,producta,
Sesiidae,Carmenta,surinamensis,
Sesiidae,Melittia,chimana,
Sesiidae,Melittia,cucurbitae,
Sphingidae,Aellopos,ceculus,
Sphingidae,Aellopos,clavipes,
Sphingidae,Aellopos,fadus,
Sphingidae,Aellopos,titan,
Sphingidae,Aleuron,carinata,
Sphingidae,Aleuron,chloroptera,
Sphingidae,Aleuron,iphis,
Sphingidae,Aleuron,neglectum,
Sphingidae,Callionima,denticulata,
Sphingidae,Callionima,falcifera,
Sphingidae,Callionima,inuus,
Sphingidae,Callionima,nomius,
Sphingidae,Callionima,pan,
Sphingidae,Callionima,parce,
Sphingidae,Cautethia,spuria,
Sphingidae,Cautethia,yucatana,
Sphingidae,Enyo,cavifer,
Sphingidae,Enyo,gorgon,
Sphingidae,Enyo,lugubris,
Sphingidae,Enyo,ocypete,
Sphingidae,Enyo,taedium,
Sphingidae,Erinnyis,alope,alope
Sphingidae,Erinnyis,crameri,
Sphingidae,Erinnyis,domingonis,
Sphingidae,Erinnyis,ello,
Sphingidae,Erinnyis,lassauxi,
Sphingidae,Erinnyis,obscura,
Sphingidae,Erinnyis,oenotrus,
Sphingidae,Erinnyis,yucatana,
Sphingidae,Eumorpha,anchemolus,
Sphingidae,Eumorpha,boivini,
Sphingidae,Eumorpha,capronnieri,
Sphingidae,Eumorpha,fasciatus,
Sphingidae,Eumorpha,labruscae,
Sphingidae,Eumorpha,megaeacus,
Sphingidae,Eumorpha,obliquus,
Sphingidae,Eumorpha,phorbas,
Sphingidae,Eumorpha,satellitia,
Sphingidae,Eumorpha,triangulum,
Sphingidae,Eumorpha,vitis,
Sphingidae,Eupyrrhoglossum,sagra,
Sphingidae,Hemeroplanes,ornatus,
Sphingidae,Hemeroplanes,triptolemus,
Sphingidae,Isognathus,leachii,
Sphingidae,Isognathus,rimosa,
Sphingidae,Isognathus,scyron,
Sphingidae,Kloneus,babayaga,
Sphingidae,Madoryx,bubastus,
Sphingidae,Madoryx,oiclus,
Sphingidae,Madoryx,plutonius,dentatus
Sphingidae,Nyceryx,coffaeae,
Sphingidae,Nyceryx,ericea,
Sphingidae,Nyceryx,eximia,
Sphingidae,Nyceryx,magna,
Sphingidae,Nyceryx,riscus,
Sphingidae,Nyceryx,stuarti,
Sphingidae,Nyceryx,tacita,
Sphingidae,Oryba,achemenides,
Sphingidae,Oryba,kadeni,
Sphingidae,Pachygonidia,drucei,
Sphingidae,Pachygonidia,hopfferi,
Sphingidae,Pachygonidia,ribbei,
Sphingidae,Pachygonidia,subhamata,
Sphingidae,Pachylia,darceta,
Sphingidae,Pachylia,ficus,
Sphingidae,Pachylia,syces,
Sphingidae,Pachylioides,resumens,
Sphingidae,Perigonia,ilus,
Sphingidae,Perigonia,lusca,
Sphingidae,Perigonia,stulta,
Sphingidae,Phryxus,caicus,
Sphingidae,Pseudosphinx,tetrio,
Sphingidae,Stolidoptera,tachasara,
Sphingidae,Unzela,japix,
Sphingidae,Unzela,pronoe,
Sphingidae,Hyles,lineata,
Sphingidae,Xylophanes,acrus,
Sphingidae,Xylophanes,adalia,
Sphingidae,Xylophanes,amadis,
Sphingidae,Xylophanes,anubus,
Sphingidae,Xylophanes,belti,
Sphingidae,Xylophanes,ceratomioides,
Sphingidae,Xylophanes,chiron,
Sphingidae,Xylophanes,crotonis,
Sphingidae,Xylophanes,cthulhu,
Sphingidae,Xylophanes,cyrene,
Sphingidae,Xylophanes,germen,
Sphingidae,Xylophanes,godmani,
Sphingidae,Xylophanes,guianensis,
Sphingidae,Xylophanes,hannemanni,
Sphingidae,Xylophanes,jocasta,
Sphingidae,Xylophanes,jordani,
Sphingidae,Xylophanes,juanita,
Sphingidae,Xylophanes,kiefferi,
Sphingidae,Xylophanes,letiranti,
Sphingidae,Xylophanes,libya,
Sphingidae,Xylophanes,loelia,
Sphingidae,Xylophanes,maculator,
Sphingidae,Xylophanes,pistacina,
Sphingidae,Xylophanes,pluto,
Sphingidae,Xylophanes,porcus,
Sphingidae,Xylophanes,rhodina,
Sphingidae,Xylophanes,staudingeri,
Sphingidae,Xylophanes,tersa,
Sphingidae,Xylophanes,thyelia,
Sphingidae,Xylophanes,titana,
Sphingidae,Xylophanes,turbata,
Sphingidae,Xylophanes,tyndarus,
Sphingidae,Xylophanes,undata,
Sphingidae,Xylophanes,zurcheri,
Sphingidae,Adhemarius,daphne,
Sphingidae,Adhemarius,dariensis,
Sphingidae,Adhemarius,fulvescens,
Sphingidae,Adhemarius,gannascus,
Sphingidae,Adhemarius,palmeri,
Sphingidae,Adhemarius,ypsilon,
Sphingidae,Orecta,venedictoffae,
Sphingidae,Protambulyx,eurycles,
Sphingidae,Protambulyx,goeldii,
Sphingidae,Protambulyx,strigilis,
Sphingidae,Agrius,cingulata,
Sphingidae,Amphimoea,walkeri,
Sphingidae,Cocytius,antaeus,
Sphingidae,Cocytius,beelzebuth,
Sphingidae,Cocytius,duponchel,
Sphingidae,Cocytius,lucifer,
Sphingidae,Dolbogene,igualana,
Sphingidae,Lintneria,biolleyi,
Sphingidae,Lintneria,merops,
Sphingidae,Manduca,albiplaga,
Sphingidae,Manduca,barnesi,
Sphingidae,Manduca,corallina,
Sphingidae,Manduca,dalica,
Sphingidae,Manduca,dilucida,
Sphingidae,Manduca,florestan,
Sphingidae,Manduca,hannibal,
Sphingidae,Manduca,lanuginosa,
Sphingidae,Manduca,lefeburii,
Sphingidae,Manduca,lichenea,
Sphingidae,Manduca,muscosa,
Sphingidae,Manduca,occulta,
Sphingidae,Manduca,ochus,
Sphingidae,Manduca,opima,
Sphingidae,Manduca,pellenia,
Sphingidae,Manduca,rustica,
Sphingidae,Manduca,schausi,
Sphingidae,Manduca,sexta,
Sphingidae,Neococytius,cluentius,
Thyrididae,Belonoptera,reticula,
Thyrididae,Cleomantes,fumatilis,
Thyrididae,Collinsa,ferreiceps,
Thyrididae,Draconia,basipleta,
Thyrididae,Draconia,denticulata,
Thyrididae,Draconia,peripheta,
Thyrididae,Draconia,phillipsEPR01,
Thyrididae,Draconia,rusina,
Thyrididae,Draconia,sp.1,
Thyrididae,Draconia,stenoptila,
Thyrididae,Hepialodes,follicula,
Thyrididae,Hypolamprus,stellata,
Thyrididae,Loxiorhiza,polychloralis,
Thyrididae,Loxiorhiza,unitula,
Thyrididae,Macrogonia,igniaria,
Thyrididae,Macrogonia,major,
Thyrididae,Meskea,dyspteraria,
Thyrididae,Microsca,hedilalis,
Thyrididae,Microsca,paullula,
Thyrididae,Microsca,pulchelloides,
Thyrididae,Rhodoneura,changuinola,
Thyrididae,Rhodoneura,curvistriga,
Thyrididae,Rhodoneura,perlula,
Thyrididae,Rhodoneura,rhomboidea,
Thyrididae,Rhodoneura,rufifimbria,
Thyrididae,Rhodoneura,semierma,
Thyrididae,Rhodoneura,terminalis,
Thyrididae,Rhodoneura,thiastoralis,
Thyrididae,Rhodoneura,umbrata,
Thyrididae,Siculodes,aurorula,
Thyrididae,Siculodes,substrigata,
Thyrididae,Siculodinae,sp.1,
Thyrididae,Zeuzerodes,caenosa,
Thyrididae,Banisia,argutula,
Thyrididae,Banisia,furva,
Thyrididae,Banisia,myrsusalis,
Thyrididae,Pentina,flammans,
Thyrididae,Dysodia,angulisola,
Thyrididae,Dysodia,curva,
Thyrididae,Dysodia,flagrata,
Thyrididae,Dysodia,immargo,
Thyrididae,Dysodia,longalis,
Thyrididae,Dysodia,oculatana,
Thyrididae,Dysodia,pyrsocoma,
Thyrididae,Dysodia,sica,
Thyrididae,Dysodia,sp.1,
Thyrididae,Dysodia,speculifera,
Thyrididae,Dysodia,spissicornis,
Thyrididae,Dysodia,thyridina,
Thyrididae,Gippius,sumptuosus,
Tineidae,Acrolophinae,sp.1,
Tineidae,Acrolophinae,sp.2,
Tineidae,Acrolophus,bidens,
Tineidae,Acrolophus,dentiger,
Tineidae,Acrolophus,fumida,
Tineidae,Acrolophus,giganteus,
Tineidae,Acrolophus,pallidus,
Tineidae,Acrolophus,piger,
Tineidae,Acrolophus,popeanella,
Tineidae,Acrolophus,punctata,
Tineidae,Acrolophus,sp.01,
Tineidae,Acrolophus,sp.02,
Tineidae,Acrolophus,sp.03,
Tineidae,Acrolophus,sp.04,
Tineidae,Acrolophus,sp.05,
Tineidae,Acrolophus,sp.06,
Tineidae,Acrolophus,sp.07,
Tineidae,Acrolophus,sp.08,
Tineidae,Acrolophus,sp.09,
Tineidae,Acrolophus,sp.10,
Tineidae,Acrolophus,uncispinis,
Tineidae,Amydria,meridionalis,
Tineidae,Amydria,pauculella,
Tineidae,Amydria,selvae,
Tineidae,Exoncotis,umbraticella,
Tineidae,Plilopsallis,santarosae,
Tineidae,Erechthias,zebrina,
Tineidae,Tiquadra,avitella,
Tineidae,Tiquadra,inscitella,
Tineidae,Opogona,omoscopa,
Tineidae,Indeterminiert,sp.01,
Tineidae,Indeterminiert,sp.02,
Tineidae,Indeterminiert,sp.03,
Tineidae,Indeterminiert,sp.04,
Tineidae,Indeterminiert,sp.05,
Tineidae,Indeterminiert,sp.06,
Tineidae,Indeterminiert,sp.07,
Tineidae,Indeterminiert,sp.08,
Tineidae,Indeterminiert,sp.09,
Tineidae,Harmaclona,cossidella,
Tineidae,Daviscardia,mackiei,
Tineidae,Diataga,leptosceles,
Tineidae,Setomorpha,rutella,
Tineidae,Lipomerinx,prismatica,
Tineidae,Phereoeca,uterella,
Tineidae,Praeacedes,atomosella,
Tineidae,Tinea,dividuella,
Tortricidae,Histura,hirsuta,
Tortricidae,Histurodes,costaricana,
Tortricidae,Hynhamia,ochroleuca,
Tortricidae,Monortha,pleodontia,
Tortricidae,Pseudocomotis,nortena,
Tortricidae,Auratonota,aurantica,
Tortricidae,Auratonota,dispersa,
Tortricidae,Auratonota,hydrogramma,
Tortricidae,Auratonota,multifurcata,
Tortricidae,Auratonota,omorpha,
Tortricidae,Auratonota,petallocrossa,
Tortricidae,Auratonota,pharata,
Tortricidae,Heppnerographa,arammclaina,
Tortricidae,Heppnerographa,tricesimana,
Tortricidae,Hilarographa,plectanodes,
Tortricidae,Hilarographa,quinquestrigana,
Tortricidae,Hilarographa,ribbei,
Tortricidae,Hilarographa,swederiana,
Tortricidae,Ardeutica,parmata,
Tortricidae,Ardeutica,sp.1,
Tortricidae,Ardeutica,tonsilis,
Tortricidae,Polyortha,atroperla,
Tortricidae,Polyortha,bryometalla,
Tortricidae,Polyortha,lyncurion,
Tortricidae,Polyorthini,sp.1,
Tortricidae,Pseudatteria,heliocausta,
Tortricidae,Pseudatteria,leopardina,
Tortricidae,Pseudatteria,pseudomaenas,
Tortricidae,Pseudatteria,volcanica,
Tortricidae,Eriosocia,guttifera,
Tortricidae,Chimoptesis,costaricae,
Tortricidae,Chimoptesis,rufobrunnea,
Tortricidae,Crocidosema,accessa,
Tortricidae,Crocidosema,aporema,
Tortricidae,Crocidosema,lantana,
Tortricidae,Crocidosema,meteora,
Tortricidae,Crocidosema,plebejana,
Tortricidae,Epinotia,biuncus,
Tortricidae,Epinotia,chalsocia,
Tortricidae,Epinotia,phorminx,
Tortricidae,Epinotia,sinuncus,
Tortricidae,Eucosma,cerdalea,
Tortricidae,Eucosmini,sp.1,
Tortricidae,Eucosmini,sp.2,
Tortricidae,Eucosmini,sp.3,
