Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
8442,Tineidae,Acrolophus,sp.02,,Acrolophus sp.02,
8443,Tineidae,Acrolophus,sp.03,,Acrolophus sp.03,
8444,Tineidae,Acrolophus,sp.04,,Acrolophus sp.04,
8445,Tineidae,Acrolophus,sp.05,,Acrolophus sp.05,
8446,Tineidae,Acrolophus,sp.06,,Acrolophus sp.06,
8447,Tineidae,Acrolophus,sp.07,,Acrolophus sp.07,
8448,Tineidae,Acrolophus,sp.08,,Acrolophus sp.08,
8449,Tineidae,Acrolophus,sp.09,,Acrolophus sp.09,
8450,Tineidae,Acrolophus,sp.10,,Acrolophus sp.10,
8451,Tineidae,Acrolophus,uncispinis,,Acrolophus uncispinis,
8452,Tineidae,Amydria,meridionalis,,Amydria meridionalis,
8453,Tineidae,Amydria,pauculella,,Amydria pauculella,
8454,Tineidae,Amydria,selvae,,Amydria selvae,
8455,Tineidae,Exoncotis,umbraticella,,Exoncotis umbraticella,
8456,Tineidae,Plilopsallis,santarosae,,Plilopsallis santarosae,
8457,Tineidae,Erechthias,zebrina,,Erechthias zebrina,
8458,Tineidae,Tiquadra,avitella,,Tiquadra avitella,
8459,Tineidae,Tiquadra,inscitella,,Tiquadra inscitella,
8460,Tineidae,Opogona,omoscopa,,Opogona omoscopa,
8461,Tineidae,Indeterminiert,sp.01,,Indeterminiert sp.01,
8462,Tineidae,Indeterminiert,sp.02,,Indeterminiert sp.02,
8463,Tineidae,Indeterminiert,sp.03,,Indeterminiert sp.03,
8464,Tineidae,Indeterminiert,sp.04,,Indeterminiert sp.04,
8465,Tineidae,Indeterminiert,sp.05,,Indeterminiert sp.05,
8466,Tineidae,Indeterminiert,sp.06,,Indeterminiert sp.06,
8467,Tineidae,Indeterminiert,sp.07,,Indeterminiert sp.07,
8468,Tineidae,Indeterminiert,sp.08,,Indeterminiert sp.08,
8469,Tineidae,Indeterminiert,sp.09,,Indeterminiert sp.09,
8470,Tineidae,Harmaclona,cossidella,,Harmaclona cossidella,
8471,Tineidae,Daviscardia,mackiei,,Daviscardia mackiei,
8472,Tineidae,Diataga,leptosceles,,Diataga leptosceles,
8473,Tineidae,Setomorpha,rutella,,Setomorpha rutella,
8474,Tineidae,Lipomerinx,prismatica,,Lipomerinx prismatica,
8475,Tineidae,Phereoeca,uterella,,Phereoeca uterella,
