Unnamed: 0,Family,Genus,Species,Subspecies,species_name_provided,authority_name_provided
1806,Crambidae,Salbia,nebulosalis,,Salbia nebulosalis,
1807,Crambidae,Salbia,tytiusalis,,Salbia tytiusalis,
1808,Crambidae,Salbia,zena,,Salbia zena,
1809,Crambidae,Siga,pyronia,,Siga pyronia,
1810,Crambidae,Spilomela,discordens,,Spilomela discordens,
1811,Crambidae,Spilomela,minoralis,,Spilomela minoralis,
1812,Crambidae,Spilomela,pantheralis,,Spilomela pantheralis,
1813,Crambidae,Spilomela,personalis,,Spilomela personalis,
1814,Crambidae,Spilomela,perspicata,,Spilomela perspicata,
1815,Crambidae,Apogeshna,acestealis,,Apogeshna acestealis,
1816,Crambidae,Apogeshna,stenialis,,Apogeshna stenialis,
1817,Crambidae,Bradina,aaronalis,,Bradina aaronalis,
1818,Crambidae,Parastenia,retractalis,,Parastenia retractalis,
1819,Crambidae,Steniodes,acuminalis,,Steniodes acuminalis,
1820,Crambidae,Steniodes,declivalis,,Steniodes declivalis,
1821,Crambidae,Steniodes,mendica,,Steniodes mendica,
1822,Crambidae,Acridura,coerulealis,,Acridura coerulealis,
1823,Crambidae,Acridura,hulchralis,,Acridura hulchralis,
1824,Crambidae,Trichaea,hades,,Trichaea hades,
1825,Crambidae,Trichaea,pilicornis,,Trichaea pilicornis,
1826,Crambidae,Zenamorpha,discophoralis,,Zenamorpha discophoralis,
1827,Crambidae,Conchylodes,aquaticalis,,Conchylodes aquaticalis,
1828,Crambidae,Conchylodes,arcifera,,Conchylodes arcifera,
1829,Crambidae,Conchylodes,bryophilalis,,Conchylodes bryophilalis,
1830,Crambidae,Conchylodes,erinalis,,Conchylodes erinalis,
1831,Crambidae,Conchylodes,grammaphora,,Conchylodes grammaphora,
1832,Crambidae,Conchylodes,nolckenialis,,Conchylodes nolckenialis,
1833,Crambidae,Conchylodes,ovulalis,,Conchylodes ovulalis,
1834,Crambidae,Conchylodes,platinalis,,Conchylodes platinalis,
1835,Crambidae,Conchylodes,salamisalis,,Conchylodes salamisalis,
1836,Crambidae,Conchylodes,terminipuncta,,Conchylodes terminipuncta,
1837,Crambidae,Ercta,vittata,,Ercta vittata,
1838,Crambidae,Sisyracera,subulalis,,Sisyracera subulalis,
1839,Crambidae,Udea,lagunalis,,Udea lagunalis,
1840,Crambidae,Udea,montanalis,,Udea montanalis,
1841,Crambidae,Udea,poasalis,,Udea poasalis,
1842,Crambidae,Apilocrocis,excelsalis,,Apilocrocis excelsalis,
1843,Crambidae,Apilocrocis,glaucosia,,Apilocrocis glaucosia,
1844,Dalceridae,Acraga,coa,,Acraga coa,
1845,Dalceridae,Acraga,goes,,Acraga goes,
1846,Dalceridae,Acraga,hamata,,Acraga hamata,
1847,Dalceridae,Acraga,infusa Complex,,Acraga infusa Complex,
1848,Dalceridae,Acraga,isothea,,Acraga isothea,
1849,Dalceridae,Acraga,melinda,,Acraga melinda,
1850,Dalceridae,Acraga,philetera,,Acraga philetera,
1851,Dalceridae,Dalcerides,alba,,Dalcerides alba,
1852,Dalceridae,Dalcerides,bicolor,,Dalcerides bicolor,
1853,Dalceridae,Dalcerides,dulciola,,Dalcerides dulciola,
1854,Dalceridae,Dalcerides,mesoa,,Dalcerides mesoa,
1855,Dalceridae,Dalcerides,rebella,,Dalcerides rebella,
1856,Dalceridae,Dalcerides,sofia,,Dalcerides sofia,
1857,Dalceridae,Minacraga,plata,,Minacraga plata,
1858,Dalceridae,Paracraga,argentea,,Paracraga argentea,
1859,Doidae,Doa,raspa,,Doa raspa,
1860,Doidae,Leuculodes,lacteolaria,,Leuculodes lacteolaria,
1861,Drepanidae,Thyatira,mexicana,,Thyatira mexicana,
1862,Elachistidae,Homoeoprepes,trochiloides,,Homoeoprepes trochiloides,
1863,Elachistidae,Zaratha,pterodactylella,,Zaratha pterodactylella,
1864,Epermeniidae,Parochromolopis,psittacanthus,,Parochromolopis psittacanthus,
1865,Erebidae,Anoba,pohli,,Anoba pohli,
1866,Erebidae,Anoba,trigonoides,,Anoba trigonoides,
1867,Erebidae,Baniana,gobar,,Baniana gobar,
1868,Erebidae,Baniana,gulussa,,Baniana gulussa,
1869,Erebidae,Baniana,haga,,Baniana haga,
1870,Erebidae,Baniana,helle,,Baniana helle,
1871,Erebidae,Baniana,minor,,Baniana minor,
1872,Erebidae,Baniana,nigricollis,,Baniana nigricollis,
1873,Erebidae,Baniana,ostia,,Baniana ostia,
1874,Erebidae,Baniana,pastoria,,Baniana pastoria,
1875,Erebidae,Baniana,phruxus,,Baniana phruxus,
1876,Erebidae,Baniana,rufia,,Baniana rufia,
1877,Erebidae,Baniana,strigata,,Baniana strigata,
1878,Erebidae,Baniana,veluta,,Baniana veluta,
1879,Erebidae,Baniana,veluticollis,,Baniana veluticollis,
1880,Erebidae,Deinopa,biligula,,Deinopa biligula,
1881,Erebidae,Deinopa,directa,,Deinopa directa,
1882,Erebidae,Deinopa,fulvia,,Deinopa fulvia,
1883,Erebidae,Deinopa,signiplena,,Deinopa signiplena,
1884,Erebidae,Deinopa,ypita,,Deinopa ypita,
1885,Erebidae,Lephana,excisata,,Lephana excisata,
1886,Erebidae,Lephana,metacrocea,,Lephana metacrocea,
1887,Erebidae,Lephana,muffula,,Lephana muffula,
1888,Erebidae,Abacena,accincta,,Abacena accincta,
1889,Erebidae,Aglaonice,hirtipalpis,,Aglaonice hirtipalpis,
1890,Erebidae,Aglaonice,otignatha,,Aglaonice otignatha,
1891,Erebidae,Cecharismena,anartoides,,Cecharismena anartoides,
1892,Erebidae,Cecharismena,aquilalis,,Cecharismena aquilalis,
1893,Erebidae,Cecharismena,convergens,,Cecharismena convergens,
1894,Erebidae,Cecharismena,darconis,,Cecharismena darconis,
1895,Erebidae,Cecharismena,flaviceps,,Cecharismena flaviceps,
1896,Erebidae,Cecharismena,jalapena,,Cecharismena jalapena,
1897,Erebidae,Cecharismena,josealis,,Cecharismena josealis,
1898,Erebidae,Cecharismena,melicerta,,Cecharismena melicerta,
1899,Erebidae,Cecharismena,nealcesalis,,Cecharismena nealcesalis,
1900,Erebidae,Cecharismena,zoum,,Cecharismena zoum,
1901,Erebidae,Eublemma,carterotata,,Eublemma carterotata,
1902,Erebidae,Eublemma,cinnamomea,,Eublemma cinnamomea,
1903,Erebidae,Eublemma,deliciosa,,Eublemma deliciosa,
1904,Erebidae,Eublemma,minima,,Eublemma minima,
1905,Erebidae,Eublemma,recta,,Eublemma recta,
1906,Erebidae,Glympis,concors,,Glympis concors,
1907,Erebidae,Hemeroplanis,immaculalis,,Hemeroplanis immaculalis,
1908,Erebidae,Hemeroplanis,phoenicimon,,Hemeroplanis phoenicimon,
1909,Erebidae,Hemeroplanis,reversalis,,Hemeroplanis reversalis,
1910,Erebidae,Hemeroplanis,scopulepes,,Hemeroplanis scopulepes,
1911,Erebidae,Isogona,capitalis,,Isogona capitalis,
1912,Erebidae,Isogona,natatrix,,Isogona natatrix,
1913,Erebidae,Isogona,scindens,,Isogona scindens,
1914,Erebidae,Isogona,scissa,,Isogona scissa,
1915,Erebidae,Isogona,snowi,,Isogona snowi,
1916,Erebidae,Isogona,tenuis,,Isogona tenuis,
1917,Erebidae,Janseodes,melanospila,,Janseodes melanospila,
1918,Erebidae,Metalectra,agathia,,Metalectra agathia,
1919,Erebidae,Metalectra,aglaia,,Metalectra aglaia,
1920,Erebidae,Metalectra,ardesiaca,,Metalectra ardesiaca,
1921,Erebidae,Metalectra,BioLep157,,Metalectra BioLep157,
1922,Erebidae,Metalectra,carneomacula,,Metalectra carneomacula,
1923,Erebidae,Metalectra,charopus,,Metalectra charopus,
1924,Erebidae,Metalectra,croceipalpis,,Metalectra croceipalpis,
1925,Erebidae,Metalectra,diffusa,,Metalectra diffusa,
1926,Erebidae,Metalectra,dixoni,,Metalectra dixoni,
1927,Erebidae,Metalectra,elongata,,Metalectra elongata,
1928,Erebidae,Metalectra,geminicincta,,Metalectra geminicincta,
1929,Erebidae,Metalectra,indecidens,,Metalectra indecidens,
1930,Erebidae,Metalectra,lotis,,Metalectra lotis,
1931,Erebidae,Metalectra,marginata,,Metalectra marginata,
1932,Erebidae,Metalectra,nireus,,Metalectra nireus,
1933,Erebidae,Metalectra,paralappa,,Metalectra paralappa,
1934,Erebidae,Metalectra,picta,,Metalectra picta,
1935,Erebidae,Metalectra,Poole08,,Metalectra Poole08,
1936,Erebidae,Metalectra,Poole15,,Metalectra Poole15,
1937,Erebidae,Metalectra,Poole16,,Metalectra Poole16,
1938,Erebidae,Metalectra,Poole18,,Metalectra Poole18,
1939,Erebidae,Metalectra,praecisalis,,Metalectra praecisalis,
1940,Erebidae,Metalectra,safina,,Metalectra safina,
1941,Erebidae,Metalectra,temperata,,Metalectra temperata,
1942,Erebidae,Metalectra,viridis,,Metalectra viridis,
1943,Erebidae,Mursa,maceria,,Mursa maceria,
1944,Erebidae,Mursa,phtisialis,,Mursa phtisialis,
1945,Erebidae,Mursa,sotiusalis,,Mursa sotiusalis,
1946,Erebidae,Ommatochila,mundula,,Ommatochila mundula,
1947,Erebidae,Oruza,chionocraspis,,Oruza chionocraspis,
1948,Erebidae,Oruza,costaloides,,Oruza costaloides,
1949,Erebidae,Phytometra,neostrophis,,Phytometra neostrophis,
1950,Erebidae,Proroblemma,rosea,,Proroblemma rosea,
1951,Erebidae,Prosoparia,estella,,Prosoparia estella,
1952,Erebidae,Prosoparia,Sullivan4233,,Prosoparia Sullivan4233,
1953,Erebidae,Prosoparia,tenebrosa,,Prosoparia tenebrosa,
1954,Erebidae,Acidaliodes,celenna,,Acidaliodes celenna,
1955,Erebidae,Acidaliodes,enona,,Acidaliodes enona,
1956,Erebidae,Acidaliodes,flavipars,,Acidaliodes flavipars,
1957,Erebidae,Acidaliodes,infantilis,,Acidaliodes infantilis,
1958,Erebidae,Acidaliodes,zattu,,Acidaliodes zattu,
1959,Erebidae,Araeopteronini,sp.1,,Araeopteronini sp.1,
1960,Erebidae,Araeopteronini,sp.2,,Araeopteronini sp.2,
1961,Erebidae,Araeopteronini,sp.3,,Araeopteronini sp.3,
1962,Erebidae,Araeopteronini,sp.4,,Araeopteronini sp.4,
1963,Erebidae,Lycaugesia,calochroia,,Lycaugesia calochroia,
1964,Erebidae,Lycaugesia,cf. semiclara,,Lycaugesia cf. semiclara,
1965,Erebidae,Lycaugesia,hatita,,Lycaugesia hatita,
1966,Erebidae,Lycaugesia,homogramma,,Lycaugesia homogramma,
1967,Erebidae,Lycaugesia,monostella,,Lycaugesia monostella,
1968,Erebidae,Argidia,aufidia,,Argidia aufidia,
1969,Erebidae,Argidia,palmipes,,Argidia palmipes,
1970,Erebidae,Argidia,subvelata,,Argidia subvelata,
1971,Erebidae,Argidia,tomyris,,Argidia tomyris,
1972,Erebidae,Argidia,wedelina,,Argidia wedelina,
1973,Erebidae,Arsaciodes,rufa,,Arsaciodes rufa,
1974,Erebidae,Bolica,armata,,Bolica armata,
1975,Erebidae,Ceromacra,fuliginea,,Ceromacra fuliginea,
1976,Erebidae,Ceromacra,putida,,Ceromacra putida,
1977,Erebidae,Ceromacra,tymber,,Ceromacra tymber,
1978,Erebidae,Cladenia,mocha,,Cladenia mocha,
1979,Erebidae,Cryptochrostis,crocea,,Cryptochrostis crocea,
1980,Erebidae,Cryptochrostis,deilinias,,Cryptochrostis deilinias,
1981,Erebidae,Cryptochrostis,flavala,,Cryptochrostis flavala,
1982,Erebidae,Cryptochrostis,suppulchraria,,Cryptochrostis suppulchraria,
1983,Erebidae,Cryptochrysa,auripennis,,Cryptochrysa auripennis,
1984,Erebidae,Cyclopteryx,niveinotata,,Cyclopteryx niveinotata,
1985,Erebidae,Diagrapta,laminata,,Diagrapta laminata,
1986,Erebidae,Diagrapta,lignaria,,Diagrapta lignaria,
1987,Erebidae,Ensipia,andaca,,Ensipia andaca,
1988,Erebidae,Ensipia,lamusalis,,Ensipia lamusalis,
1989,Erebidae,Ensipia,trilineata,,Ensipia trilineata,
1990,Erebidae,Eudocima,anguina,,Eudocima anguina,
1991,Erebidae,Eudocima,apta,,Eudocima apta,
1992,Erebidae,Eudocima,colubra,,Eudocima colubra,
1993,Erebidae,Eudocima,memorans,,Eudocima memorans,
1994,Erebidae,Eudocima,serpentifera,,Eudocima serpentifera,
1995,Erebidae,Eudyops,polyleuca,,Eudyops polyleuca,
1996,Erebidae,Eudyops,telmela,,Eudyops telmela,
1997,Erebidae,Ferenta,castula,,Ferenta castula,
1998,Erebidae,Ferenta,stolliana,,Ferenta stolliana,
1999,Erebidae,Freilla,abjecta,,Freilla abjecta,
2000,Erebidae,Freilla,humeralis,,Freilla humeralis,
2001,Erebidae,Freilla,variabilis,,Freilla variabilis,
2002,Erebidae,Gigia,obliqua,,Gigia obliqua,
2003,Erebidae,Gigia,stenogaster,,Gigia stenogaster,
2004,Erebidae,Glenopteris,oculifera,,Glenopteris oculifera,
2005,Erebidae,Glenopteris,ornata,,Glenopteris ornata,
2006,Erebidae,Goniohelia,gallinago,,Goniohelia gallinago,
2007,Erebidae,Gonodonta,biarmata,,Gonodonta biarmata,
2008,Erebidae,Gonodonta,bidens,,Gonodonta bidens,
2009,Erebidae,Gonodonta,chorinea,,Gonodonta chorinea,
2010,Erebidae,Gonodonta,clotilda,,Gonodonta clotilda,
2011,Erebidae,Gonodonta,correcta,,Gonodonta correcta,
2012,Erebidae,Gonodonta,distincta,,Gonodonta distincta,
2013,Erebidae,Gonodonta,fernandezi,,Gonodonta fernandezi,
2014,Erebidae,Gonodonta,fulvangula,,Gonodonta fulvangula,
2015,Erebidae,Gonodonta,holosericea,,Gonodonta holosericea,
2016,Erebidae,Gonodonta,immacula,,Gonodonta immacula,
2017,Erebidae,Gonodonta,incurva,,Gonodonta incurva,
2018,Erebidae,Gonodonta,indentata,,Gonodonta indentata,
2019,Erebidae,Gonodonta,latimacula,,Gonodonta latimacula,
2020,Erebidae,Gonodonta,lecha,,Gonodonta lecha,
2021,Erebidae,Gonodonta,lincus,,Gonodonta lincus,
2022,Erebidae,Gonodonta,maria,,Gonodonta maria,
2023,Erebidae,Gonodonta,mexicana,,Gonodonta mexicana,
2024,Erebidae,Gonodonta,nitidimacula,,Gonodonta nitidimacula,
2025,Erebidae,Gonodonta,nutrix,,Gonodonta nutrix,
2026,Erebidae,Gonodonta,paraequalis,,Gonodonta paraequalis,
2027,Erebidae,Gonodonta,parens,,Gonodonta parens,
2028,Erebidae,Gonodonta,primulina,,Gonodonta primulina,
2029,Erebidae,Gonodonta,pulverea,,Gonodonta pulverea,
2030,Erebidae,Gonodonta,pyrgo,,Gonodonta pyrgo,
2031,Erebidae,Gonodonta,sicheas,,Gonodonta sicheas,
2032,Erebidae,Gonodonta,sinaldus,,Gonodonta sinaldus,
2033,Erebidae,Gonodonta,sitia,,Gonodonta sitia,
2034,Erebidae,Gonodonta,soror,,Gonodonta soror,
2035,Erebidae,Gonodonta,syrna,,Gonodonta syrna,
2036,Erebidae,Gonodonta,uxor,,Gonodonta uxor,
2037,Erebidae,Gonodonta,walkeri,,Gonodonta walkeri,
2038,Erebidae,Gonuris,flaminia,,Gonuris flaminia,
2039,Erebidae,Gorgone,augusta,,Gorgone augusta,
2040,Erebidae,Gorgone,fellearis,,Gorgone fellearis,
2041,Erebidae,Gorgone,integrans,,Gorgone integrans,
2042,Erebidae,Gorgone,miniopila,,Gorgone miniopila,
2043,Erebidae,Gorgone,superba,,Gorgone superba,
2044,Erebidae,Graphigona,regina,,Graphigona regina,
2045,Erebidae,Hyamia,palpitatalis,,Hyamia palpitatalis,
2046,Erebidae,Ilsea,minuta,,Ilsea minuta,
2047,Erebidae,Ilsea,subgeminata,,Ilsea subgeminata,
2048,Erebidae,Ipnista,marina,,Ipnista marina,
2049,Erebidae,Juncaria,melanothalma,,Juncaria melanothalma,
2050,Erebidae,Juncaria,pallens,,Juncaria pallens,
2051,Erebidae,Juncaria,samia,,Juncaria samia,
2052,Erebidae,Macrodes,columbalis,,Macrodes columbalis,
2053,Erebidae,Macrodes,cynara,,Macrodes cynara,
2054,Erebidae,Mazacyla,lilacina,,Mazacyla lilacina,
2055,Erebidae,Mazacyla,relata,,Mazacyla relata,
2056,Erebidae,Mazacyla,subpicta,,Mazacyla subpicta,
2057,Erebidae,Menecina,bifacies,,Menecina bifacies,
2058,Erebidae,Metaprosphera,modesta,,Metaprosphera modesta,
2059,Erebidae,Mopothila,ardalus,,Mopothila ardalus,
2060,Erebidae,Neathyrma,iridescens,,Neathyrma iridescens,
2061,Erebidae,Obroatis,chloropis,,Obroatis chloropis,
2062,Erebidae,Obroatis,curvilineata,,Obroatis curvilineata,
2063,Erebidae,Obroatis,distincta,,Obroatis distincta,
2064,Erebidae,Obroatis,negata,,Obroatis negata,
2065,Erebidae,Obroatis,ocellata,,Obroatis ocellata,
2066,Erebidae,Obroatis,rinconada,,Obroatis rinconada,
2067,Erebidae,Obroatis,signata,,Obroatis signata,
2068,Erebidae,Obroatis,vinea,,Obroatis vinea,
2069,Erebidae,Oraesia,aenofusa,,Oraesia aenofusa,
2070,Erebidae,Oraesia,argyrolampra,,Oraesia argyrolampra,
2071,Erebidae,Oraesia,excitans,,Oraesia excitans,
2072,Erebidae,Oraesia,nobilis,,Oraesia nobilis,
2073,Erebidae,Oraesia,serpens,,Oraesia serpens,
2074,Erebidae,Oraesia,striolata,,Oraesia striolata,
2075,Erebidae,Oroscopa,abluta,,Oroscopa abluta,
2076,Erebidae,Oroscopa,calverti,,Oroscopa calverti,
2077,Erebidae,Oroscopa,cordobensis,,Oroscopa cordobensis,
2078,Erebidae,Oroscopa,delicata,,Oroscopa delicata,
2079,Erebidae,Oroscopa,microdonta,,Oroscopa microdonta,
2080,Erebidae,Oroscopa,variegata,,Oroscopa variegata,
2081,Erebidae,Ostha,BioLep343,,Ostha BioLep343,
2082,Erebidae,Ostha,BioLep459,,Ostha BioLep459,
2083,Erebidae,Ostha,concinna,,Ostha concinna,
2084,Erebidae,Ostha,hypsea,,Ostha hypsea,
2085,Erebidae,Ostha,nomion,,Ostha nomion,
2086,Erebidae,Ostha,rama,,Ostha rama,
2087,Erebidae,Ostha,stellata,,Ostha stellata,
2088,Erebidae,Oxidercia,thaumantis,,Oxidercia thaumantis,
2089,Erebidae,Oxidercia,toxea,,Oxidercia toxea,
2090,Erebidae,Parachabora,abydas,,Parachabora abydas,
2091,Erebidae,Parachabora,pseudanaetia,,Parachabora pseudanaetia,
2092,Erebidae,Paralectra,exaggerata,,Paralectra exaggerata,
2093,Erebidae,Phaeoblemma,amabilis,,Phaeoblemma amabilis,
2094,Erebidae,Phaeoblemma,apicata,,Phaeoblemma apicata,
2095,Erebidae,Phaeoblemma,contracta,,Phaeoblemma contracta,
2096,Erebidae,Phaeoblemma,dares,,Phaeoblemma dares,
2097,Erebidae,Pitara,congressa,,Pitara congressa,
2098,Erebidae,Plusiodonta,aborta,,Plusiodonta aborta,
2099,Erebidae,Plusiodonta,clavifera,,Plusiodonta clavifera,
2100,Erebidae,Plusiodonta,effulgens,,Plusiodonta effulgens,
2101,Erebidae,Plusiodonta,incitans,,Plusiodonta incitans,
2102,Erebidae,Plusiodonta,miranda,,Plusiodonta miranda,
2103,Erebidae,Plusiodonta,nitissima,,Plusiodonta nitissima,
2104,Erebidae,Plusiodonta,repellens,,Plusiodonta repellens,
2105,Erebidae,Plynteria,BioLep503,,Plynteria BioLep503,
2106,Erebidae,Plynteria,costata,,Plynteria costata,
2107,Erebidae,Plynteria,irrespondens,,Plynteria irrespondens,
2108,Erebidae,Plynteria,marginata,,Plynteria marginata,
2109,Erebidae,Polygoniodes,laciniata,,Polygoniodes laciniata,
2110,Erebidae,Porosana,uruca,,Porosana uruca,
2111,Erebidae,Pseudbarydia,crespula,,Pseudbarydia crespula,
2112,Erebidae,Pseudbarydia,japeta,,Pseudbarydia japeta,
2113,Erebidae,Pseudbarydia,selene,,Pseudbarydia selene,
2114,Erebidae,Pseudogerespa,niviferus,,Pseudogerespa niviferus,
2115,Erebidae,Pseudogerespa,usipetes,,Pseudogerespa usipetes,
2116,Erebidae,Radosa,albicosta,,Radosa albicosta,
2117,Erebidae,Radosa,ordinata,,Radosa ordinata,
2118,Erebidae,Sanys,capsicata,,Sanys capsicata,
2119,Erebidae,Sanys,evanescens,,Sanys evanescens,
2120,Erebidae,Sanys,irrosea,,Sanys irrosea,
2121,Erebidae,Sanys,umbrigens,,Sanys umbrigens,
2122,Erebidae,Smyra,aexonia,,Smyra aexonia,
2123,Erebidae,Smyra,stipatura,,Smyra stipatura,
2124,Erebidae,Tetrisia,florigera,,Tetrisia florigera,
2125,Erebidae,Tetrisia,tricolora,,Tetrisia tricolora,
2126,Erebidae,Triommatodes,madrina,,Triommatodes madrina,
2127,Erebidae,Uzinia,hyas,,Uzinia hyas,
2128,Erebidae,Vogia,pertinax,,Vogia pertinax,
2129,Erebidae,Ypsora,homochroa,,Ypsora homochroa,
2130,Erebidae,Ypsora,selenodes,,Ypsora selenodes,
2131,Erebidae,Acanthodica,albiplena,,Acanthodica albiplena,
2132,Erebidae,Acanthodica,daunus,,Acanthodica daunus,
2133,Erebidae,Acanthodica,emmitens,,Acanthodica emmitens,
2134,Erebidae,Acanthodica,grandis,,Acanthodica grandis,
2135,Erebidae,Acanthodica,pamela,,Acanthodica pamela,
2136,Erebidae,Acanthodica,penicillium,,Acanthodica penicillium,
2137,Erebidae,Acanthodica,sinuilinea,,Acanthodica sinuilinea,
2138,Erebidae,Acanthodica,splendens,,Acanthodica splendens,
2139,Erebidae,Aggustiana,undilinea,,Aggustiana undilinea,
2140,Erebidae,Agyra,agola,,Agyra agola,
2141,Erebidae,Agyra,marchandi,,Agyra marchandi,
2142,Erebidae,Agyra,Poole01,,Agyra Poole01,
2143,Erebidae,Ampelasia,azelinoides,,Ampelasia azelinoides,
2144,Erebidae,Artiloxis,vitiosa,,Artiloxis vitiosa,
2145,Erebidae,Calyptis,idonea,,Calyptis idonea,
2146,Erebidae,Calyptis,idonoides,,Calyptis idonoides,
2147,Erebidae,Calyptis,iter,,Calyptis iter,
2148,Erebidae,Calyptis,semicuprea,,Calyptis semicuprea,
2149,Erebidae,Catephiodes,trinidadensis,,Catephiodes trinidadensis,
2150,Erebidae,Clapra,atalanta,,Clapra atalanta,
2151,Erebidae,Clapra,deucalion,,Clapra deucalion,
2152,Erebidae,Clapra,marginata,,Clapra marginata,
2153,Erebidae,Clapra,oculata,,Clapra oculata,
2154,Erebidae,Clapra,uzza,,Clapra uzza,
2155,Erebidae,Coeriana,pretiosa,,Coeriana pretiosa,
2156,Erebidae,Coeriana,Sullivan5285,,Coeriana Sullivan5285,
2157,Erebidae,Cymatophoropsis,heurippa,,Cymatophoropsis heurippa,
2158,Erebidae,Cymosafia,laba,,Cymosafia laba,
2159,Erebidae,Cymosafia,pallida,,Cymosafia pallida,
2160,Erebidae,Dialithis,gemmifera,,Dialithis gemmifera,
2161,Erebidae,Dolichosomastis,archadia,,Dolichosomastis archadia,
2162,Erebidae,Dolichosomastis,dorsilinea,,Dolichosomastis dorsilinea,
2163,Erebidae,Dolichosomastis,leucogrammica,,Dolichosomastis leucogrammica,
2164,Erebidae,Drepanoblemma,incurvata,,Drepanoblemma incurvata,
2165,Erebidae,Drepanoblemma,partita,,Drepanoblemma partita,
2166,Erebidae,Drepanoperas,falcigera,,Drepanoperas falcigera,
2167,Erebidae,Empelathra,amplificans,,Empelathra amplificans,
2168,Erebidae,Empelathra,pindarus,,Empelathra pindarus,
2169,Erebidae,Erebostrota,stenelea,,Erebostrota stenelea,
2170,Erebidae,Habershonia,areos,,Habershonia areos,
2171,Erebidae,Leucotela,nigripalpis,,Leucotela nigripalpis,
2172,Erebidae,Micranthops,alceste,,Micranthops alceste,
2173,Erebidae,Nymbis,iniqua,,Nymbis iniqua,
2174,Erebidae,Ocalaria,cohabita,,Ocalaria cohabita,
2175,Erebidae,Ocalaria,dioptica,,Ocalaria dioptica,
2176,Erebidae,Ocalaria,pavo,,Ocalaria pavo,
2177,Erebidae,Orsa,atripustula,,Orsa atripustula,
2178,Erebidae,Orsa,erythrospila,,Orsa erythrospila,
2179,Erebidae,Pachyplastis,apicalis,,Pachyplastis apicalis,
2180,Erebidae,Perasia,flexa,,Perasia flexa,
2181,Erebidae,Perasia,garnoti,,Perasia garnoti,
2182,Erebidae,Perasia,helvina,,Perasia helvina,
2183,Erebidae,Peteroma,albilinea,,Peteroma albilinea,
2184,Erebidae,Peteroma,conita,,Peteroma conita,
2185,Erebidae,Peteroma,denticulata,,Peteroma denticulata,
2186,Erebidae,Peteroma,jarinta,,Peteroma jarinta,
2187,Erebidae,Peteroma,laonome,,Peteroma laonome,
2188,Erebidae,Prionoptera,aexonia,,Prionoptera aexonia,
2189,Erebidae,Prionoptera,serra,,Prionoptera serra,
2190,Erebidae,Pseudophisma,aeolida,,Pseudophisma aeolida,
2191,Erebidae,Pseudophisma,pritanis,,Pseudophisma pritanis,
2192,Erebidae,Pterhemia,excissa,,Pterhemia excissa,
2193,Erebidae,Ramphia,albizona,,Ramphia albizona,
2194,Erebidae,Safidia,druceria,,Safidia druceria,
2195,Erebidae,Trogogonia,abrupta,,Trogogonia abrupta,
2196,Erebidae,Yidalpta,auragalis,,Yidalpta auragalis,
2197,Erebidae,Callistege,diagonalis,,Callistege diagonalis,
2198,Erebidae,Celiptera,grisescens,,Celiptera grisescens,
2199,Erebidae,Celiptera,levina,,Celiptera levina,
2200,Erebidae,Celiptera,montana,,Celiptera montana,
2201,Erebidae,Celiptera,remigioides,,Celiptera remigioides,
2202,Erebidae,Mocis,diffluens,,Mocis diffluens,
2203,Erebidae,Mocis,disseverans,,Mocis disseverans,
2204,Erebidae,Mocis,dyndima,,Mocis dyndima,
2205,Erebidae,Mocis,frugalis,,Mocis frugalis,
2206,Erebidae,Mocis,latipes,,Mocis latipes,
2207,Erebidae,Mocis,marcida,,Mocis marcida,
2208,Erebidae,Mocis,texana,,Mocis texana,
2209,Erebidae,Ptichodis,immunis,,Ptichodis immunis,
2210,Erebidae,Boryzops,purissima,,Boryzops purissima,
2211,Erebidae,Bulia,mexicana,,Bulia mexicana,
2212,Erebidae,Cissusa,inconspicua,,Cissusa inconspicua,
2213,Erebidae,Melipotis,acontioides,,Melipotis acontioides,
2214,Erebidae,Melipotis,agrotoides,,Melipotis agrotoides,
2215,Erebidae,Melipotis,cellaris,,Melipotis cellaris,
2216,Erebidae,Melipotis,famelica,,Melipotis famelica,
2217,Erebidae,Melipotis,fasciolaris,,Melipotis fasciolaris,
2218,Erebidae,Melipotis,florida,,Melipotis florida,
2219,Erebidae,Melipotis,indomita,,Melipotis indomita,
2220,Erebidae,Melipotis,januaris,,Melipotis januaris,
2221,Erebidae,Melipotis,nigrobasis,,Melipotis nigrobasis,
2222,Erebidae,Melipotis,ochrodes,,Melipotis ochrodes,
2223,Erebidae,Melipotis,perpendicularis,,Melipotis perpendicularis,
2224,Erebidae,Melipotis,punctifinis,,Melipotis punctifinis,
2225,Erebidae,Orodesma,ameria,,Orodesma ameria,
2226,Erebidae,Orodesma,cladonia,,Orodesma cladonia,
2227,Erebidae,Orodesma,fearni,,Orodesma fearni,
2228,Erebidae,Orodesma,juanita,,Orodesma juanita,
2229,Erebidae,Orodesma,pulverosa,,Orodesma pulverosa,
2230,Erebidae,Orodesma,schausi,,Orodesma schausi,
2231,Erebidae,Panula,inconstans,,Panula inconstans,
2232,Erebidae,Amolita,pepita,,Amolita pepita,
2233,Erebidae,Amolita,sentalis,,Amolita sentalis,
2234,Erebidae,Bendisodes,aeolia,,Bendisodes aeolia,
2235,Erebidae,Coenipeta,anepsis,,Coenipeta anepsis,
2236,Erebidae,Coenipeta,bibitrix,,Coenipeta bibitrix,
